Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
C10,Absolute Quantification,ABS,M17_T1A_1.2,Ch1Unknown,CARP,Manual,24,ddPCR Supermix for Probes,480,,,26.8,21.2,279,13555,21,258,1216,12339,0,13834,,,,,,,,0.218,,,0.246,0.189,17.9,,,19.8,16,1,1,7000,8362.7,4013.1,4100.8,,,,,25.4,22.5,,,,,,,0.232,0.203,,,18.8,16.9
C11,Absolute Quantification,ABS,M17_T1A_1.2,Ch1Unknown,CARP,Manual,22.3,ddPCR Supermix for Probes,446,,,24.9,19.7,283,14768,25,258,1215,13553,0.146,15051,,,,,,,,0.221,,,0.249,0.192,18.1,,,20,16.2,1,1,7000,8194.6,3932.9,4013,,,,,23.7,21,,,,,,,0.235,0.206,,,19.1,17.1
C12,Absolute Quantification,ABS,M17_T1A_1.2,Ch1Unknown,CARP,Manual,24.4,ddPCR Supermix for Probes,488,,,27.1,21.7,321,15325,17,304,1361,13964,0,15646,,,,,,,,0.225,,,0.252,0.198,18.4,,,20.2,16.5,1,1,7000,8479,4060.8,4151.4,,,,,25.8,23,,,,,,,0.239,0.211,,,19.3,17.4
D04,Absolute Quantification,ABS,M1_T2_1.2,Ch1Unknown,CARP,Manual,6.6,ddPCR Supermix for Probes,132,,,8.3,5.2,71,12572,4,67,339,12233,0.199,12643,,,,,,,,0.2,,,0.26,0.15,17,,,20.6,13.4,1,1,7000,8426.3,3964.6,3989.6,,,,,7.4,5.9,,,,,,,0.231,0.178,,,18.8,15.2
D05,Absolute Quantification,ABS,M1_T2_1.2,Ch1Unknown,CARP,Manual,3.9,ddPCR Supermix for Probes,78,,,5.1,2.9,45,13611,3,42,297,13314,0.178,13656,,,,,,,,0.149,,,0.195,0.102,12.9,,,16.5,9.4,1,1,7000,8149,3856.5,3870.7,,,,,4.5,3.3,,,,,,,0.172,0.125,,,14.7,11.1
D06,Absolute Quantification,ABS,M1_T2_1.2,Ch1Unknown,CARP,Manual,5.6,ddPCR Supermix for Probes,112,,,7.1,4.4,64,13345,1,63,311,13034,0,13409,,,,,,,,0.2,,,0.26,0.15,16.9,,,20.7,13.1,1,1,7000,8077,3837.6,3857.8,,,,,6.4,5,,,,,,,0.231,0.175,,,18.8,15
D07,Absolute Quantification,ABS,M4_T4_1.2,Ch1Unknown,CARP,Manual,0.77,ddPCR Supermix for Probes,15.4,,,1.36,0.39,10,15182,0,10,28,15154,0,15192,,,,,,,,0.36,,,0.62,0.09,26,,,41,12,1,1,7000,8213.7,3993.1,3995.8,,,,,1.05,0.55,,,,,,,0.49,0.22,,,33,19
D08,Absolute Quantification,ABS,M4_T4_1.2,Ch1Unknown,CARP,Manual,0.57,ddPCR Supermix for Probes,11.4,,,1.17,0.22,6,12381,0,6,28,12353,0,12387,,,,,,,,0.21,,,0.41,0.02,18,,,31,4,1,1,7000,8217.2,4106.4,4108.3,,,,,0.84,0.37,,,,,,,0.31,0.12,,,24,11
D09,Absolute Quantification,ABS,M4_T4_1.2,Ch1Unknown,CARP,Manual,0.54,ddPCR Supermix for Probes,10.8,,,1.06,0.23,7,15108,0,7,31,15077,0,15115,,,,,,,,0.23,,,0.42,0.04,18,,,31,6,1,1,7000,8133.3,4034.5,4036.4,,,,,0.78,0.36,,,,,,,0.32,0.13,,,25,12
D10,Absolute Quantification,ABS,M17_T1A_0.4,Ch1Unknown,CARP,Manual,3.3,ddPCR Supermix for Probes,66,,,4.5,2.4,38,13470,2,36,385,13085,0.0819,13508,,,,,,,,0.097,,,0.129,0.064,8.8,,,11.5,6.1,1,1,7000,8404.2,4030.2,4042.5,,,,,3.9,2.8,,,,,,,0.113,0.08,,,10.2,7.5
D11,Absolute Quantification,ABS,M17_T1A_0.4,Ch1Unknown,CARP,Manual,3.9,ddPCR Supermix for Probes,78,,,5.1,2.9,49,14883,0,49,398,14485,0,14932,,,,,,,,0.122,,,0.158,0.085,10.8,,,13.7,8,1,1,7000,8180.4,3903,3917,,,,,4.4,3.3,,,,,,,0.14,0.103,,,12.3,9.4
D12,Absolute Quantification,ABS,M17_T1A_0.4,Ch1Unknown,CARP,Manual,3.5,ddPCR Supermix for Probes,70,,,4.6,2.5,40,13618,0,40,411,13207,0,13658,,,,,,,,0.096,,,0.127,0.065,8.8,,,11.4,6.1,1,1,7000,8338.3,3991.3,4004,,,,,4,2.9,,,,,,,0.112,0.08,,,10.1,7.4
E04,Absolute Quantification,ABS,M3_T2_1.2,Ch1Unknown,CARP,Manual,3.5,ddPCR Supermix for Probes,70,,,4.8,2.6,41,13570,0,41,145,13425,0,13611,,,,,,,,0.28,,,0.38,0.18,22,,,28,16,1,1,7000,8423.1,3944.4,3957.8,,,,,4.1,3,,,,,,,0.331,0.232,,,25,18.9
E05,Absolute Quantification,ABS,M3_T2_1.2,Ch1Unknown,CARP,Manual,4,ddPCR Supermix for Probes,80,,,5.3,3,50,14529,1,49,158,14371,0.0372,14579,,,,,,,,0.31,,,0.41,0.21,24,,,30,18,1,1,7000,8246.2,3910.2,3925.1,,,,,4.6,3.5,,,,,,,0.36,0.26,,,26.8,20.9
E06,Absolute Quantification,ABS,M3_T2_1.2,Ch1Unknown,CARP,Manual,3.9,ddPCR Supermix for Probes,78,,,5.1,2.8,42,12793,2,40,138,12655,0.143,12835,,,,,,,,0.3,,,0.4,0.2,23,,,29,17,1,1,7000,8195.2,3920.2,3934.2,,,,,4.5,3.3,,,,,,,0.35,0.25,,,26.1,19.9
E07,Absolute Quantification,ABS,M9_T1A_0.4,Ch1Unknown,CARP,Manual,5.4,ddPCR Supermix for Probes,108,,,6.9,4.2,64,13821,0,64,424,13397,0,13885,,,,,,,,0.149,,,0.188,0.11,13,,,15.9,10,1,1,7000,8271.5,3911.2,3931.3,,,,,6.1,4.8,,,,,,,0.169,0.129,,,14.5,11.5
E08,Absolute Quantification,ABS,M9_T1A_0.4,Ch1Unknown,CARP,Manual,3.9,ddPCR Supermix for Probes,78,,,5.2,2.9,47,13986,1,46,396,13590,0,14033,,,,,,,,0.117,,,0.152,0.081,10.5,,,13.3,7.6,1,1,7000,8343.6,3964.1,3978.7,,,,,4.5,3.4,,,,,,,0.135,0.099,,,11.9,9
E09,Absolute Quantification,ABS,M9_T1A_0.4,Ch1Unknown,CARP,Manual,5,ddPCR Supermix for Probes,100,,,6.4,3.9,63,14732,2,61,425,14307,0.0149,14795,,,,,,,,0.146,,,0.184,0.107,12.7,,,15.7,9.8,1,1,7000,8198.4,3953.8,3971.8,,,,,5.7,4.4,,,,,,,0.165,0.126,,,14.2,11.2
E10,Absolute Quantification,ABS,M1_T3_1.2,Ch1Unknown,CARP,Manual,1.3,ddPCR Supermix for Probes,26,,,2.1,0.8,16,14309,0,16,149,14160,0,14325,,,,,,,,0.11,,,0.16,0.05,9.7,,,14.2,5.1,1,1,7000,8420.5,4011.2,4016.1,,,,,1.67,1.01,,,,,,,0.135,0.079,,,12,7.4
E11,Absolute Quantification,ABS,M1_T3_1.2,Ch1Unknown,CARP,Manual,1.1,ddPCR Supermix for Probes,22,,,1.8,0.6,14,15242,0,14,119,15123,0,15256,,,,,,,,0.12,,,0.18,0.05,10,,,16,5,1,1,7000,8172,3941.2,3945.1,,,,,1.4,0.82,,,,,,,0.15,0.084,,,13.2,7.8
E12,Absolute Quantification,ABS,M1_T3_1.2,Ch1Unknown,CARP,Manual,1.8,ddPCR Supermix for Probes,36,,,2.7,1.1,21,13910,0,21,105,13805,0,13931,,,,,,,,0.2,,,0.29,0.11,17,,,23,10,1,1,7000,8498.9,4038.8,4045.6,,,,,2.19,1.42,,,,,,,0.247,0.152,,,19.9,13.3
F04,Absolute Quantification,ABS,M3_T3_1.2,Ch1Unknown,CARP,Manual,0.59,ddPCR Supermix for Probes,11.8,,,1.15,0.25,7,13965,0,7,93,13872,0,13972,,,,,,,,0.08,,,0.13,0.02,7,,,12,2,1,1,7000,8513.1,3942.9,3945.2,,,,,0.84,0.39,,,,,,,0.105,0.045,,,9.6,4.4
F05,Absolute Quantification,ABS,M3_T3_1.2,Ch1Unknown,CARP,Manual,0.9,ddPCR Supermix for Probes,18,,,1.5,0.4,11,15086,0,11,128,14958,0,15097,,,,,,,,0.09,,,0.14,0.03,7.9,,,12.4,3.3,1,1,7000,8446.7,3979.3,3982.6,,,,,1.14,0.62,,,,,,,0.113,0.059,,,10.2,5.6
F06,Absolute Quantification,ABS,M3_T3_1.2,Ch1Unknown,CARP,Manual,1.5,ddPCR Supermix for Probes,30,,,2.3,0.9,18,14323,0,18,113,14210,0,14341,,,,,,,,0.16,,,0.24,0.08,14,,,20,8,1,1,7000,8225.1,3903.7,3909.1,,,,,1.85,1.16,,,,,,,0.199,0.118,,,16.7,10.7
F07,Absolute Quantification,ABS,M7_T2_1.2,Ch1Unknown,CARP,Manual,5,ddPCR Supermix for Probes,100,,,6.4,3.9,61,14262,7,54,365,13897,0.459,14323,,,,,,,,0.162,,,0.206,0.118,14,,,17.2,10.7,1,1,7000,8339.7,3973.4,3992,,,,,5.7,4.4,,,,,,,0.185,0.14,,,15.6,12.3
F08,Absolute Quantification,ABS,M7_T2_1.2,Ch1Unknown,CARP,Manual,6.4,ddPCR Supermix for Probes,128,,,8,5,71,12992,11,60,324,12668,0.853,13063,,,,,,,,0.21,,,0.26,0.16,17.3,,,21,13.7,1,1,7000,8343.6,3968.7,3992.5,,,,,7.2,5.7,,,,,,,0.237,0.182,,,19.2,15.5
F09,Absolute Quantification,ABS,M7_T2_1.2,Ch1Unknown,CARP,Manual,6.8,ddPCR Supermix for Probes,136,,,8.5,5.4,78,13398,11,67,348,13050,0.805,13476,,,,,,,,0.21,,,0.27,0.16,17.7,,,21.3,14.1,1,1,7000,8183.4,3914.9,3939.6,,,,,7.6,6.1,,,,,,,0.242,0.188,,,19.5,15.9
F10,Absolute Quantification,ABS,Positive_CTL,Ch1Unknown,CARP,Manual,56.9,ddPCR Supermix for Probes,1138,,,61.3,52.5,637,12858,74,563,1396,11462,0.473,13495,,,,,,,,0.419,,,0.458,0.38,29.5,,,31.5,27.6,1,1,7000,8360.5,4069.6,4272.1,,,,,59.1,54.6,,,,,,,0.439,0.399,,,30.5,28.6
F11,Absolute Quantification,ABS,Positive_CTL,Ch1Unknown,CARP,Manual,59.2,ddPCR Supermix for Probes,1184,,,63.6,54.8,695,13464,94,601,1491,11973,1.59,14159,,,,,,,,0.424,,,0.462,0.386,29.8,,,31.6,27.9,1,1,7000,8316.6,4013.2,4224.5,,,,,61.5,57,,,,,,,0.443,0.405,,,30.7,28.8
F12,Absolute Quantification,ABS,Positive_CTL,Ch1Unknown,CARP,Manual,59.8,ddPCR Supermix for Probes,1196,,,64.6,55.1,609,11672,87,522,1515,10157,0.876,12281,,,,,,,,0.364,,,0.398,0.33,26.7,,,28.5,24.9,1,1,7000,8493.1,4087,4305.5,,,,,62.3,57.4,,,,,,,0.381,0.347,,,27.6,25.7
G04,Absolute Quantification,ABS,M4_T3_1.2,Ch1Unknown,CARP,Manual,4.7,ddPCR Supermix for Probes,94,,,6,3.6,58,14506,0,58,321,14185,0,14564,,,,,,,,0.18,,,0.23,0.13,15.2,,,18.8,11.6,1,1,7000,8112.4,4351.7,4366.7,,,,,5.3,4.1,,,,,,,0.205,0.154,,,17,13.4
G05,Absolute Quantification,ABS,M4_T3_1.2,Ch1Unknown,CARP,Manual,6.4,ddPCR Supermix for Probes,128,,,8,5,69,12674,0,69,299,12375,0,12743,,,,,,,,0.23,,,0.29,0.17,18.6,,,22.6,14.6,1,1,7000,8076.5,4370.2,4390.3,,,,,7.2,5.7,,,,,,,0.259,0.198,,,20.6,16.6
G06,Absolute Quantification,ABS,M4_T3_1.2,Ch1Unknown,CARP,Manual,4.7,ddPCR Supermix for Probes,94,,,6,3.5,54,13618,0,54,287,13331,0,13672,,,,,,,,0.19,,,0.24,0.13,15.7,,,19.6,11.9,1,1,7000,7857.4,4312.2,4326.2,,,,,5.3,4.1,,,,,,,0.214,0.159,,,17.7,13.8
G07,Absolute Quantification,ABS,M11_T2_1.2,Ch1Unknown,CARP,Manual,6.2,ddPCR Supermix for Probes,124,,,7.7,4.9,72,13634,12,60,283,13351,0.921,13706,,,,,,,,0.24,,,0.3,0.18,19.5,,,23.5,15.4,1,1,7000,8336.3,3996.7,4019.5,,,,,7,5.5,,,,,,,0.274,0.21,,,21.5,17.4
G08,Absolute Quantification,ABS,M11_T2_1.2,Ch1Unknown,CARP,Manual,5,ddPCR Supermix for Probes,100,,,6.4,3.8,58,13707,8,50,262,13445,0.601,13765,,,,,,,,0.21,,,0.27,0.15,17.6,,,21.7,13.4,1,1,7000,8266.9,3968.9,3987,,,,,5.6,4.3,,,,,,,0.244,0.182,,,19.7,15.5
G09,Absolute Quantification,ABS,M11_T2_1.2,Ch1Unknown,CARP,Manual,5.6,ddPCR Supermix for Probes,112,,,7,4.4,75,15662,18,57,302,15360,1.26,15737,,,,,,,,0.23,,,0.29,0.17,18.9,,,22.7,15,1,1,7000,8176.1,3915.1,3935.4,,,,,6.3,5,,,,,,,0.262,0.203,,,20.8,16.9
G12,Absolute Quantification,ABS,Negative_CTL,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.25,0,0,13958,0,0,0,13958,0,13958,,,,,,,,,,,,,,,,,,1,1,7000,0,3970,3970,,,,,0.12,0,,,,,,,,,,,,
H04,Absolute Quantification,ABS,M4_T3_0.4,Ch1Unknown,CARP,Manual,0.9,ddPCR Supermix for Probes,18,,,1.6,0.4,9,11909,0,9,62,11847,0,11918,,,,,,,,0.14,,,0.25,0.04,13,,,21,5,1,1,7000,8429.7,4318.3,4321.4,,,,,1.22,0.62,,,,,,,0.2,0.09,,,16.6,8.7
H05,Absolute Quantification,ABS,M4_T3_0.4,Ch1Unknown,CARP,Manual,1.3,ddPCR Supermix for Probes,26,,,2.2,0.7,14,12353,0,14,55,12298,0,12367,,,,,,,,0.25,,,0.41,0.1,20,,,30,11,1,1,7000,8538.2,4365.7,4370.5,,,,,1.72,1.01,,,,,,,0.33,0.18,,,25.1,15.4
H06,Absolute Quantification,ABS,M4_T3_0.4,Ch1Unknown,CARP,Manual,0.19,ddPCR Supermix for Probes,3.8,,,0.61,0.03,2,12336,0,2,60,12276,0,12338,,,,,,,,0.033,,,0.085,0,3.2,,,8,0,1,1,7000,8511.2,4326.2,4326.9,,,,,0.37,0.08,,,,,,,0.058,0.008,,,5.6,0.9
H07,Absolute Quantification,ABS,M7_T3_1.2,Ch1Unknown,CARP,Manual,2.4,ddPCR Supermix for Probes,48,,,3.5,1.6,25,12279,0,25,135,12144,0,12304,,,,,,,,0.18,,,0.26,0.11,16,,,21,10,1,1,7000,8393.9,3950.2,3959.2,,,,,2.9,1.95,,,,,,,0.224,0.144,,,18.4,12.7
H08,Absolute Quantification,ABS,M7_T3_1.2,Ch1Unknown,CARP,Manual,2.2,ddPCR Supermix for Probes,44,,,3.1,1.4,26,13960,0,26,127,13833,0,13986,,,,,,,,0.2,,,0.29,0.12,17,,,23,11,1,1,7000,8348.2,3926.7,3934.9,,,,,2.65,1.79,,,,,,,0.248,0.16,,,20,13.9
H09,Absolute Quantification,ABS,M7_T3_1.2,Ch1Unknown,CARP,Manual,1.5,ddPCR Supermix for Probes,30,,,2.4,0.9,16,12574,1,15,122,12452,0.0797,12590,,,,,,,,0.13,,,0.2,0.06,11,,,17,6,1,1,7000,8202.5,3894.2,3899.6,,,,,1.9,1.15,,,,,,,0.164,0.095,,,14.2,8.8
H10,Absolute Quantification,ABS,Negative_CTL,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.27,0,0,13007,0,0,0,13007,0,13007,,,,,,,,,,,,,,,,,,1,1,7000,0,3893.1,3893.1,,,,,0.12,0,,,,,,,,,,,,
H11,Absolute Quantification,ABS,Negative_CTL,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.22,0,0,15693,0,0,0,15693,0,15693,,,,,,,,,,,,,,,,,,1,1,7000,0,3907.1,3907.1,,,,,0.1,0,,,,,,,,,,,,
H12,Absolute Quantification,ABS,Negative_CTL,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.42,0,0,8454,0,0,0,8454,0,8454,,,,,,,,,,,,,,,,,,1,1,7000,0,3626.7,3626.7,,,,,0.19,0,,,,,,,,,,,,
B10,Absolute Quantification,ABS,M15_T1A_0.4,Ch1Unknown,CARP,Manual,2.2,ddPCR Supermix for Probes,44,,,3.2,1.4,23,12440,0,23,252,12188,0,12463,,,,,,,,0.09,,,0.129,0.051,8.3,,,11.6,5,1,1,7000,7423.9,4069.4,4075.6,,,,,2.66,1.75,,,,,,,0.11,0.071,,,9.9,6.6
B11,Absolute Quantification,ABS,M15_T1A_0.4,Ch1Unknown,CARP,Manual,0.25,ddPCR Supermix for Probes,5,,,0.66,0.06,3,14225,0,3,126,14099,0,14228,,,,,,,,0.024,,,0.053,0,2.3,,,5.1,0,1,1,7000,7382.6,3958.5,3959.2,,,,,0.42,0.13,,,,,,,0.038,0.009,,,3.7,1
B12,Absolute Quantification,ABS,M15_T1A_0.4,Ch1Unknown,CARP,Manual,2.7,ddPCR Supermix for Probes,54,,,3.8,1.9,33,14284,0,33,368,13916,0,14317,,,,,,,,0.089,,,0.12,0.057,8.1,,,10.8,5.5,1,1,7000,7648.8,4098.3,4106.5,,,,,3.21,2.27,,,,,,,0.105,0.073,,,9.5,6.8
A07,Absolute Quantification,ABS,M5_T3_1.2,Ch2Unknown,STHD,Manual,11.9,ddPCR Supermix for Probes,238,,,13.8,9.9,144,14196,0,44,144,14152,0,14340,,,,,,,,0.3,,,0.41,0.2,23,,,29,17,1,1,4500,5276.3,1067.8,1110.1,,,,,12.9,10.9,,,,,,,0.36,0.25,,,26.4,20.3
A08,Absolute Quantification,ABS,M5_T3_1.2,Ch2Unknown,STHD,Manual,15.7,ddPCR Supermix for Probes,314,,,17.9,13.5,196,14561,0,26,196,14535,0,14757,,,,,,,,0.13,,,0.19,0.08,11.7,,,15.9,7.4,1,1,4500,5236.3,1051.6,1107.2,,,,,16.9,14.6,,,,,,,0.159,0.104,,,13.8,9.5
A09,Absolute Quantification,ABS,M5_T3_1.2,Ch2Unknown,STHD,Manual,12.8,ddPCR Supermix for Probes,256,,,14.9,10.8,147,13415,0,17,147,13398,0,13562,,,,,,,,0.12,,,0.17,0.06,10.3,,,15,5.6,1,1,4500,5206.4,1052.8,1097.8,,,,,13.9,11.8,,,,,,,0.145,0.086,,,12.7,7.9
A10,Absolute Quantification,ABS,M12_T3_0.4,Ch2Unknown,STHD,Manual,0.58,ddPCR Supermix for Probes,11.6,,,1.19,0.23,6,12170,0,0,6,12170,0,12176,,,,,,,,,,,,,,,,,,1,1,4500,5471.8,1056.8,1058.9,,,,,0.85,0.37,,,,,,,,,,,,
A11,Absolute Quantification,ABS,M12_T3_0.4,Ch2Unknown,STHD,Manual,1,ddPCR Supermix for Probes,20,,,1.7,0.5,12,14008,0,2,12,14006,0,14020,,,,,,,,0.17,,,0.44,0,14,,,34,0,1,1,4500,5236,1025.7,1029.3,,,,,1.33,0.74,,,,,,,0.3,0.03,,,24,5
A12,Absolute Quantification,ABS,M12_T3_0.4,Ch2Unknown,STHD,Manual,1.5,ddPCR Supermix for Probes,30,,,2.3,0.9,18,13925,0,4,18,13921,0,13943,,,,,,,,0.22,,,0.47,0,18,,,35,1,1,1,4500,5335.7,1045.8,1051.4,,,,,1.91,1.19,,,,,,,0.35,0.1,,,27,10
B07,Absolute Quantification,ABS,M6_T3_1.2,Ch2Unknown,STHD,Manual,8.2,ddPCR Supermix for Probes,164,,,10,6.6,89,12736,0,8,89,12728,0,12825,,,,,,,,0.09,,,0.16,0.02,8,,,14,3,1,1,4500,5303.3,1037.1,1066.7,,,,,9.1,7.4,,,,,,,0.123,0.056,,,11,5.4
B08,Absolute Quantification,ABS,M6_T3_1.2,Ch2Unknown,STHD,Manual,8.9,ddPCR Supermix for Probes,178,,,10.8,7.3,99,12984,0,14,99,12970,0,13083,,,,,,,,0.14,,,0.22,0.06,12,,,18,6,1,1,4500,5412.8,1050.7,1083.7,,,,,9.9,8.1,,,,,,,0.181,0.101,,,15.5,9.3
B09,Absolute Quantification,ABS,M6_T3_1.2,Ch2Unknown,STHD,Manual,10.5,ddPCR Supermix for Probes,210,,,12.3,8.7,128,14293,0,16,128,14277,0,14421,,,,,,,,0.12,,,0.19,0.06,11,,,16,6,1,1,4500,5272.7,1032.7,1070.4,,,,,11.4,9.6,,,,,,,0.158,0.091,,,13.7,8.5
C07,Absolute Quantification,ABS,M2_T4_0.4,Ch2Unknown,STHD,Manual,8.3,ddPCR Supermix for Probes,166,,,10.2,6.6,84,11934,2,17,82,11917,0.184,12018,,,,,,,,0.23,,,0.34,0.11,18,,,26,11,1,1,4500,5303.3,1084.1,1113.6,,,,,9.2,7.4,,,,,,,0.28,0.17,,,22.2,14.6
C08,Absolute Quantification,ABS,M2_T4_0.4,Ch2Unknown,STHD,Manual,7.5,ddPCR Supermix for Probes,150,,,9.2,6,82,12876,0,13,82,12863,0,12958,,,,,,,,0.16,,,0.25,0.06,14,,,21,7,1,1,4500,5324.8,1092.1,1118.8,,,,,8.3,6.7,,,,,,,0.205,0.111,,,17.2,10.1
