Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
D02,Absolute Quantification,ABS,M15_T2_0.4,Ch1Unknown,CARP,Manual,3.7,ddPCR Supermix for Probes,74,,,4.9,2.7,45,14125,2,43,306,13819,0.087,14170,,,,,,,,0.145,,,0.19,0.099,12.6,,,16.1,9.2,1,1,7000,8280.1,3825.2,3839.3,,,,,4.3,3.2,,,,,,,0.168,0.122,,,14.4,10.9
D03,Absolute Quantification,ABS,M15_T2_0.4,Ch1Unknown,CARP,Manual,3.5,ddPCR Supermix for Probes,70,,,4.6,2.5,41,13948,1,40,290,13658,0.0127,13989,,,,,,,,0.14,,,0.186,0.094,12.3,,,15.8,8.7,1,1,7000,8480.5,3926.7,3940,,,,,4,2.9,,,,,,,0.163,0.116,,,14,10.5
E01,Absolute Quantification,ABS,M16_T2_1.2,Ch1Unknown,CARP,Manual,2.9,ddPCR Supermix for Probes,58,,,4.1,2,31,12451,7,24,194,12257,0.624,12482,,,,,,,,0.15,,,0.21,0.09,13.3,,,17.7,8.9,1,1,7000,8280.6,3737.5,3748.8,,,,,3.5,2.4,,,,,,,0.183,0.124,,,15.5,11.1
E02,Absolute Quantification,ABS,M16_T2_1.2,Ch1Unknown,CARP,Manual,2.8,ddPCR Supermix for Probes,56,,,3.8,1.9,32,13579,7,25,192,13387,0.574,13611,,,,,,,,0.16,,,0.22,0.1,13.8,,,18.2,9.3,1,1,7000,8348.4,3804.4,3815.1,,,,,3.29,2.31,,,,,,,0.19,0.129,,,16,11.5
E03,Absolute Quantification,ABS,M16_T2_1.2,Ch1Unknown,CARP,Manual,3.5,ddPCR Supermix for Probes,70,,,4.7,2.5,40,13528,5,35,217,13311,0.384,13568,,,,,,,,0.18,,,0.24,0.12,15.2,,,19.5,10.8,1,1,7000,8507.4,3893.8,3907.4,,,,,4.1,3,,,,,,,0.21,0.148,,,17.4,13
F01,Absolute Quantification,ABS,M16_T2_0.4,Ch1Unknown,CARP,Manual,2,ddPCR Supermix for Probes,40,,,3,1.3,22,12838,2,20,229,12609,0.15,12860,,,,,,,,0.094,,,0.136,0.053,8.6,,,12.1,5.2,1,1,7000,8428.3,3757.7,3765.7,,,,,2.47,1.62,,,,,,,0.116,0.073,,,10.4,6.9
F02,Absolute Quantification,ABS,M16_T2_0.4,Ch1Unknown,CARP,Manual,2.4,ddPCR Supermix for Probes,48,,,3.4,1.6,27,13457,0,27,249,13208,0,13484,,,,,,,,0.108,,,0.151,0.065,9.7,,,13.2,6.2,1,1,7000,8489.1,3858.8,3868.1,,,,,2.84,1.93,,,,,,,0.129,0.086,,,11.5,7.9
F03,Absolute Quantification,ABS,M16_T2_0.4,Ch1Unknown,CARP,Manual,2.7,ddPCR Supermix for Probes,54,,,3.9,1.8,27,11750,2,25,207,11543,0.155,11777,,,,,,,,0.13,,,0.18,0.08,11.4,,,15.4,7.3,1,1,7000,8402.1,3864.6,3875,,,,,3.3,2.2,,,,,,,0.154,0.102,,,13.4,9.3
G01,Absolute Quantification,ABS,M17_T2_1.2,Ch1Unknown,CARP,Manual,4.1,ddPCR Supermix for Probes,82,,,5.6,2.9,36,10395,2,34,304,10091,0.11,10431,,,,,,,,0.116,,,0.156,0.076,10.4,,,13.6,7.2,1,1,7000,8443.7,3749.2,3765.4,,,,,4.8,3.4,,,,,,,0.137,0.096,,,12,8.8
G02,Absolute Quantification,ABS,M17_T2_1.2,Ch1Unknown,CARP,Manual,5.6,ddPCR Supermix for Probes,112,,,7.3,4.2,54,11280,2,52,336,10944,0.0419,11334,,,,,,,,0.158,,,0.203,0.112,13.6,,,17,10.2,1,1,7000,8338.7,3774.8,3796.6,,,,,6.4,4.9,,,,,,,0.181,0.135,,,15.3,11.9
G03,Absolute Quantification,ABS,M17_T2_1.2,Ch1Unknown,CARP,Manual,5.3,ddPCR Supermix for Probes,106,,,6.8,4,57,12710,3,54,341,12369,0.139,12767,,,,,,,,0.164,,,0.21,0.118,14.1,,,17.5,10.7,1,1,7000,8339.4,3840.2,3860.3,,,,,6,4.6,,,,,,,0.187,0.14,,,15.8,12.3
H01,Absolute Quantification,ABS,M17_T2_0.4,Ch1Unknown,CARP,Manual,3.3,ddPCR Supermix for Probes,66,,,4.7,2.2,29,10309,0,29,223,10086,0,10338,,,,,,,,0.13,,,0.18,0.08,11.4,,,15.4,7.5,1,1,7000,8602.6,3790.2,3803.7,,,,,4,2.7,,,,,,,0.154,0.103,,,13.4,9.4
H02,Absolute Quantification,ABS,M17_T2_0.4,Ch1Unknown,CARP,Manual,2.6,ddPCR Supermix for Probes,52,,,3.8,1.7,24,10916,0,24,242,10674,0,10940,,,,,,,,0.098,,,0.14,0.057,8.9,,,12.4,5.5,1,1,7000,8592.3,3875.7,3886,,,,,3.1,2.1,,,,,,,0.119,0.077,,,10.7,7.2
H03,Absolute Quantification,ABS,M17_T2_0.4,Ch1Unknown,CARP,Manual,3.2,ddPCR Supermix for Probes,64,,,4.5,2.2,30,10945,0,30,233,10712,0,10975,,,,,,,,0.128,,,0.176,0.079,11.3,,,15.2,7.5,1,1,7000,8512.2,3892.1,3904.7,,,,,3.8,2.7,,,,,,,0.152,0.103,,,13.3,9.4
A04,Absolute Quantification,ABS,M18_T2_1.2,Ch1Unknown,CARP,Manual,7.6,ddPCR Supermix for Probes,152,,,9.4,6.1,82,12570,2,80,532,12038,0,12652,,,,,,,,0.151,,,0.186,0.116,13.1,,,15.8,10.4,1,1,7000,8625.4,3958.4,3988.7,,,,,8.5,6.8,,,,,,,0.169,0.133,,,14.5,11.8
A05,Absolute Quantification,ABS,M18_T2_1.2,Ch1Unknown,CARP,Manual,9.9,ddPCR Supermix for Probes,198,,,12.2,8,89,10499,2,87,428,10071,0,10588,,,,,,,,0.204,,,0.25,0.157,16.9,,,20.1,13.7,1,1,7000,8540.1,3973.2,4011.6,,,,,11,8.9,,,,,,,0.227,0.18,,,18.6,15.3
A06,Absolute Quantification,ABS,M18_T2_1.2,Ch1Unknown,CARP,Manual,8.4,ddPCR Supermix for Probes,168,,,10,6.7,103,14450,6,97,531,13919,0.186,14553,,,,,,,,0.189,,,0.229,0.149,15.9,,,18.7,13.1,1,1,7000,8462.1,3982.6,4014.4,,,,,9.2,7.5,,,,,,,0.209,0.169,,,17.3,14.5
B04,Absolute Quantification,ABS,M18_T2_0.4,Ch1Unknown,CARP,Manual,2.2,ddPCR Supermix for Probes,44,,,3.2,1.4,23,12256,0,23,218,12038,0,12279,,,,,,,,0.105,,,0.15,0.059,9.5,,,13.2,5.8,1,1,7000,8602.5,3936,3944.7,,,,,2.7,1.78,,,,,,,0.128,0.082,,,11.4,7.6
B05,Absolute Quantification,ABS,M18_T2_0.4,Ch1Unknown,CARP,Manual,1.9,ddPCR Supermix for Probes,38,,,2.9,1.1,18,11156,0,18,195,10961,0,11174,,,,,,,,0.092,,,0.136,0.047,8.4,,,12.1,4.6,1,1,7000,8561,3973.5,3980.9,,,,,2.38,1.48,,,,,,,0.114,0.069,,,10.3,6.5
B06,Absolute Quantification,ABS,M18_T2_0.4,Ch1Unknown,CARP,Manual,2.3,ddPCR Supermix for Probes,46,,,3.4,1.5,25,12595,0,25,205,12390,0,12620,,,,,,,,0.12,,,0.17,0.07,10.8,,,14.8,6.8,1,1,7000,8463.8,3998,4006.8,,,,,2.83,1.9,,,,,,,0.147,0.095,,,12.8,8.8
C04,Absolute Quantification,ABS,M13_T3_1.2,Ch1Unknown,CARP,Manual,4.6,ddPCR Supermix for Probes,92,,,6.1,3.3,41,10550,0,41,194,10356,0,10591,,,,,,,,0.21,,,0.28,0.14,17.3,,,22.2,12.5,1,1,7000,8508.5,3981.9,3999.4,,,,,5.3,3.9,,,,,,,0.246,0.174,,,19.8,14.9
C05,Absolute Quantification,ABS,M13_T3_1.2,Ch1Unknown,CARP,Manual,5.5,ddPCR Supermix for Probes,110,,,7,4.2,57,12264,2,55,206,12058,0.101,12321,,,,,,,,0.27,,,0.35,0.19,21.4,,,26.4,16.5,1,1,7000,8512,4000,4020.9,,,,,6.2,4.8,,,,,,,0.313,0.232,,,23.9,18.9
C06,Absolute Quantification,ABS,M13_T3_1.2,Ch1Unknown,CARP,Manual,3.7,ddPCR Supermix for Probes,74,,,4.8,2.7,48,15281,2,46,308,14973,0.0809,15329,,,,,,,,0.154,,,0.2,0.107,13.3,,,16.8,9.8,1,1,7000,8477.6,4022.3,4036.3,,,,,4.2,3.2,,,,,,,0.177,0.13,,,15.1,11.5
D04,Absolute Quantification,ABS,M13_T3_0.4,Ch1Unknown,CARP,Manual,1.2,ddPCR Supermix for Probes,24,,,2,0.7,14,13264,0,14,95,13169,0,13278,,,,,,,,0.15,,,0.23,0.06,13,,,19,6,1,1,7000,8564.6,3972.4,3977.3,,,,,1.6,0.94,,,,,,,0.189,0.105,,,16,9.6
D05,Absolute Quantification,ABS,M13_T3_0.4,Ch1Unknown,CARP,Manual,1.9,ddPCR Supermix for Probes,38,,,2.9,1.1,17,10584,0,17,58,10526,0,10601,,,,,,,,0.29,,,0.45,0.13,23,,,32,13,1,1,7000,8489.8,3998.2,4005.4,,,,,2.38,1.47,,,,,,,0.37,0.21,,,27.5,17.8
D06,Absolute Quantification,ABS,M13_T3_0.4,Ch1Unknown,CARP,Manual,1.1,ddPCR Supermix for Probes,22,,,1.8,0.6,14,15025,0,14,89,14936,0,15039,,,,,,,,0.16,,,0.25,0.07,14,,,20,7,1,1,7000,8791.8,4013.5,4017.9,,,,,1.42,0.83,,,,,,,0.202,0.112,,,16.9,10.2
E04,Absolute Quantification,ABS,M14_T3_1.2,Ch1Unknown,CARP,Manual,0.54,ddPCR Supermix for Probes,10.8,,,1.1,0.21,6,13138,0,6,92,13046,0,13144,,,,,,,,0.07,,,0.12,0.01,6.1,,,11,1.2,1,1,7000,8686.3,4008,4010.2,,,,,0.79,0.35,,,,,,,0.093,0.037,,,8.5,3.7
E05,Absolute Quantification,ABS,M14_T3_1.2,Ch1Unknown,CARP,Manual,1,ddPCR Supermix for Probes,20,,,1.8,0.5,9,10767,2,7,83,10684,0.212,10776,,,,,,,,0.11,,,0.18,0.03,10,,,16,3,1,1,7000,8577.3,4028.4,4032.2,,,,,1.35,0.69,,,,,,,0.143,0.068,,,12.6,6.5
E06,Absolute Quantification,ABS,M14_T3_1.2,Ch1Unknown,CARP,Manual,0.41,ddPCR Supermix for Probes,8.2,,,0.89,0.14,5,14441,1,4,90,14351,0.0794,14446,,,,,,,,0.05,,,0.11,0,5.2,,,9.8,0.6,1,1,7000,8525.3,4041.7,4043.2,,,,,0.62,0.25,,,,,,,0.08,0.029,,,7.5,2.9
F04,Absolute Quantification,ABS,M14_T3_0.4,Ch1Unknown,CARP,Manual,0.5,ddPCR Supermix for Probes,10,,,1.2,0.2,4,8959,0,4,11,8948,0,8963,,,,,,,,0.36,,,0.8,0,27,,,50,3,1,1,7000,8201,3981.9,3983.7,,,,,0.84,0.3,,,,,,,0.58,0.15,,,38,15
F05,Absolute Quantification,ABS,M14_T3_0.4,Ch1Unknown,CARP,Manual,0.18,ddPCR Supermix for Probes,3.6,,,0.58,0.03,2,13045,0,2,11,13034,0,13047,,,,,,,,0.18,,,0.48,0,15,,,37,0,1,1,7000,8769.5,4018.5,4019.2,,,,,0.35,0.08,,,,,,,0.33,0.04,,,26,5
F06,Absolute Quantification,ABS,M14_T3_0.4,Ch1Unknown,CARP,Manual,0.23,ddPCR Supermix for Probes,4.6,,,0.61,0.05,3,15277,0,3,17,15260,0,15280,,,,,,,,0.18,,,0.41,0,15,,,32,0,1,1,7000,8653.7,4026.1,4027,,,,,0.4,0.12,,,,,,,0.29,0.06,,,23,7
G04,Absolute Quantification,ABS,M15_T3_1.2,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.29,0,0,11986,0,0,0,11986,0,11986,,,,,,,,,,,,,,,,,,1,1,7000,0,4513.3,4513.3,,,,,0.13,0,,,,,,,,,,,,
G05,Absolute Quantification,ABS,M15_T3_1.2,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.33,0,0,10777,0,0,0,10777,0,10777,,,,,,,,,,,,,,,,,,1,1,7000,0,4601.6,4601.6,,,,,0.15,0,,,,,,,,,,,,
G06,Absolute Quantification,ABS,M15_T3_1.2,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.23,0,0,15099,0,0,0,15099,0,15099,,,,,,,,,,,,,,,,,,1,1,7000,0,4544.7,4544.7,,,,,0.11,0,,,,,,,,,,,,
H04,Absolute Quantification,ABS,M15_T3_0.4,Ch1Unknown,CARP,Manual,0.6,ddPCR Supermix for Probes,12,,,1.3,0.2,6,11531,0,6,71,11460,0,11537,,,,,,,,0.08,,,0.16,0.01,8,,,14,2,1,1,7000,8729.5,4081.1,4083.5,,,,,0.9,0.39,,,,,,,0.121,0.048,,,10.9,4.7
H05,Absolute Quantification,ABS,M15_T3_0.4,Ch1Unknown,CARP,Manual,0.24,ddPCR Supermix for Probes,4.8,,,0.76,0.04,2,9883,0,2,49,9834,0,9885,,,,,,,,0.04,,,0.1,0,3.9,,,9.7,0,1,1,7000,8558.5,4132.5,4133.4,,,,,0.46,0.1,,,,,,,0.072,0.01,,,6.8,1.1
H06,Absolute Quantification,ABS,M15_T3_0.4,Ch1Unknown,CARP,Manual,0.9,ddPCR Supermix for Probes,18,,,1.6,0.4,8,11011,0,8,60,10951,0,11019,,,,,,,,0.13,,,0.23,0.03,12,,,20,4,1,1,7000,8621.6,4121.1,4124.4,,,,,1.2,0.59,,,,,,,0.18,0.08,,,15.7,7.8
A07,Absolute Quantification,ABS,M16_T3_1.2,Ch1Unknown,CARP,Manual,0.46,ddPCR Supermix for Probes,9.2,,,1.01,0.16,5,12705,1,4,70,12635,0.0905,12710,,,,,,,,0.07,,,0.14,0,7,,,12,1,1,1,7000,8234,3902.1,3903.8,,,,,0.71,0.28,,,,,,,0.103,0.037,,,9.4,3.7
A08,Absolute Quantification,ABS,M16_T3_1.2,Ch1Unknown,CARP,Manual,1.3,ddPCR Supermix for Probes,26,,,2,0.7,15,14067,3,12,77,13990,0.245,14082,,,,,,,,0.19,,,0.29,0.08,16,,,23,8,1,1,7000,8465.9,3972.6,3977.3,,,,,1.61,0.96,,,,,,,0.24,0.13,,,19.5,12
A09,Absolute Quantification,ABS,M16_T3_1.2,Ch1Unknown,CARP,Manual,0.42,ddPCR Supermix for Probes,8.4,,,0.91,0.15,5,13983,1,4,80,13903,0.0822,13988,,,,,,,,0.06,,,0.12,0,6,,,11,1,1,1,7000,8298.1,4036.3,4037.8,,,,,0.64,0.26,,,,,,,0.09,0.033,,,8.4,3.2
B07,Absolute Quantification,ABS,M16_T3_0.4,Ch1Unknown,CARP,Manual,0.09,ddPCR Supermix for Probes,1.8,,,0.44,0,1,12857,0,1,12,12845,0,12858,,,,,,,,0.08,,,0.29,0,8,,,25,0,1,1,7000,8469.7,3977,3977.3,,,,,0.23,0.02,,,,,,,0.18,0,,,16,0
B08,Absolute Quantification,ABS,M16_T3_0.4,Ch1Unknown,CARP,Manual,0.16,ddPCR Supermix for Probes,3.2,,,0.52,0.02,2,14399,0,2,7,14392,0,14401,,,,,,,,0.29,,,0.77,0,22,,,52,0,1,1,7000,8311.7,4019.7,4020.3,,,,,0.31,0.07,,,,,,,0.52,0.05,,,37,8
B09,Absolute Quantification,ABS,M16_T3_0.4,Ch1Unknown,CARP,Manual,0.38,ddPCR Supermix for Probes,7.6,,,0.9,0.12,4,12343,0,4,7,12336,0,12347,,,,,,,,0.6,,,1.3,0,36,,,66,7,1,1,7000,8729,4051.9,4053.4,,,,,0.61,0.22,,,,,,,0.94,0.21,,,51,22
C07,Absolute Quantification,ABS,M17_T3_1.2,Ch1Unknown,CARP,Manual,1.3,ddPCR Supermix for Probes,26,,,2.1,0.7,13,11868,0,13,152,11716,0,11881,,,,,,,,0.085,,,0.134,0.036,7.8,,,12,3.7,1,1,7000,8615.5,4022.5,4027.5,,,,,1.68,0.96,,,,,,,0.11,0.06,,,9.9,5.7
C08,Absolute Quantification,ABS,M17_T3_1.2,Ch1Unknown,CARP,Manual,2,ddPCR Supermix for Probes,40,,,3,1.3,21,12194,3,18,151,12043,0.267,12215,,,,,,,,0.14,,,0.2,0.07,11.9,,,16.8,7.1,1,1,7000,8425.1,4019.3,4026.9,,,,,2.5,1.61,,,,,,,0.167,0.104,,,14.4,9.5
C09,Absolute Quantification,ABS,M17_T3_1.2,Ch1Unknown,CARP,Manual,1.7,ddPCR Supermix for Probes,34,,,2.6,1,18,12509,0,18,187,12322,0,12527,,,,,,,,0.096,,,0.142,0.049,8.7,,,12.6,4.8,1,1,7000,8453.5,4039.4,4045.7,,,,,2.12,1.32,,,,,,,0.119,0.072,,,10.7,6.8
D07,Absolute Quantification,ABS,M17_T3_0.4,Ch1Unknown,CARP,Manual,1.5,ddPCR Supermix for Probes,30,,,2.4,0.9,16,12476,0,16,64,12412,0,12492,,,,,,,,0.25,,,0.39,0.11,20,,,29,11,1,1,7000,8512.1,4011.5,4017.3,,,,,1.92,1.16,,,,,,,0.32,0.18,,,24.4,15.5
D08,Absolute Quantification,ABS,M17_T3_0.4,Ch1Unknown,CARP,Manual,1.2,ddPCR Supermix for Probes,24,,,2,0.7,14,13283,0,14,47,13236,0,13297,,,,,,,,0.3,,,0.48,0.12,23,,,34,12,1,1,7000,8456.4,4002.8,4007.5,,,,,1.6,0.94,,,,,,,0.39,0.21,,,28,18
D09,Absolute Quantification,ABS,M17_T3_0.4,Ch1Unknown,CARP,Manual,1.3,ddPCR Supermix for Probes,26,,,2.1,0.8,17,15036,0,17,69,14967,0,15053,,,,,,,,0.25,,,0.38,0.11,20,,,28,11,1,1,7000,8645.4,4070.6,4075.7,,,,,1.68,1.03,,,,,,,0.31,0.18,,,24,15.4
E07,Absolute Quantification,ABS,M18_T3_1.2,Ch1Unknown,CARP,Manual,0.8,ddPCR Supermix for Probes,16,,,1.4,0.4,9,13319,0,9,93,13226,0,13328,,,,,,,,0.1,,,0.16,0.03,9,,,14,3,1,1,7000,8379,3991.1,3994.1,,,,,1.09,0.56,,,,,,,0.13,0.063,,,11.6,6
E08,Absolute Quantification,ABS,M18_T3_1.2,Ch1Unknown,CARP,Manual,1.2,ddPCR Supermix for Probes,24,,,2,0.6,12,11644,0,12,106,11538,0,11656,,,,,,,,0.11,,,0.18,0.04,10,,,16,5,1,1,7000,8411.9,4017.7,4022.2,,,,,1.6,0.89,,,,,,,0.147,0.078,,,12.9,7.3
E09,Absolute Quantification,ABS,M18_T3_1.2,Ch1Unknown,CARP,Manual,0.85,ddPCR Supermix for Probes,17,,,1.43,0.45,12,16563,0,12,107,16456,0,16575,,,,,,,,0.11,,,0.18,0.04,10,,,16,5,1,1,7000,8639.8,4067,4070.3,,,,,1.12,0.63,,,,,,,0.146,0.078,,,12.8,7.3
F07,Absolute Quantification,ABS,M18_T3_0.4,Ch1Unknown,CARP,Manual,1.3,ddPCR Supermix for Probes,26,,,2.1,0.8,16,14352,0,16,141,14211,0,14368,,,,,,,,0.11,,,0.17,0.05,10.2,,,14.9,5.4,1,1,7000,8386.3,4058,4062.8,,,,,1.67,1.01,,,,,,,0.143,0.083,,,12.6,7.7
F08,Absolute Quantification,ABS,M18_T3_0.4,Ch1Unknown,CARP,Manual,2.1,ddPCR Supermix for Probes,42,,,3.1,1.3,22,12274,0,22,107,12167,0,12296,,,,,,,,0.2,,,0.3,0.11,17,,,24,10,1,1,7000,8453.6,4043.5,4051.4,,,,,2.59,1.69,,,,,,,0.253,0.157,,,20.3,13.7
F09,Absolute Quantification,ABS,M18_T3_0.4,Ch1Unknown,CARP,Manual,0.58,ddPCR Supermix for Probes,11.6,,,1.19,0.23,6,12172,0,6,119,12053,0,12178,,,,,,,,0.05,,,0.093,0.008,4.8,,,8.6,0.9,1,1,7000,8568.1,4105.9,4108.1,,,,,0.85,0.37,,,,,,,0.071,0.029,,,6.7,2.9
G07,Absolute Quantification,ABS,M13_T4_1.2,Ch1Unknown,CARP,Manual,1,ddPCR Supermix for Probes,20,,,1.7,0.5,12,13929,0,12,125,13804,0,13941,,,,,,,,0.1,,,0.15,0.04,8.7,,,13.5,3.9,1,1,7000,8207.9,3995.3,3999,,,,,1.34,0.75,,,,,,,0.125,0.067,,,11.1,6.3
G08,Absolute Quantification,ABS,M13_T4_1.2,Ch1Unknown,CARP,Manual,1.2,ddPCR Supermix for Probes,24,,,1.9,0.7,14,13901,0,14,94,13807,0,13915,,,,,,,,0.15,,,0.23,0.06,13,,,19,7,1,1,7000,8492.6,4052.9,4057.4,,,,,1.53,0.9,,,,,,,0.191,0.106,,,16.2,9.7
G09,Absolute Quantification,ABS,M13_T4_1.2,Ch1Unknown,CARP,Manual,1.9,ddPCR Supermix for Probes,38,,,2.8,1.2,23,14102,0,23,123,13979,0,14125,,,,,,,,0.19,,,0.27,0.1,16,,,22,10,1,1,7000,8426.1,4062,4069.1,,,,,2.34,1.55,,,,,,,0.229,0.144,,,18.7,12.7
H07,Absolute Quantification,ABS,M13_T4_0.4,Ch1Unknown,CARP,Manual,0.53,ddPCR Supermix for Probes,10.6,,,1.09,0.21,6,13250,0,6,30,13220,0,13256,,,,,,,,0.2,,,0.38,0.02,17,,,29,4,1,1,7000,8408,3994.6,3996.6,,,,,0.78,0.34,,,,,,,0.29,0.11,,,23,10
H08,Absolute Quantification,ABS,M13_T4_0.4,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.29,0,0,12173,0,0,26,12147,0,12173,,,,,,,,,,,,,,,,,,1,1,7000,0,3999.5,3999.5,,,,,0.13,0,,,,,,,,,,,,
H09,Absolute Quantification,ABS,M13_T4_0.4,Ch1Unknown,CARP,Manual,0.4,ddPCR Supermix for Probes,8,,,0.87,0.14,5,14640,0,5,21,14619,0,14645,,,,,,,,0.24,,,0.48,0,19,,,35,4,1,1,7000,8482.5,4047,4048.5,,,,,0.61,0.25,,,,,,,0.36,0.12,,,27,11
