Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
D02,Absolute Quantification,ABS,BKT2_STHD_0.4,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.26,0,0,13638,0,0,3577,10061,0,13638,,,,,,,,,,,,,,,,,,1,1,7000,0,4090.3,4090.3,,,,,0.12,0,,,,,,,,,,,,
D03,Absolute Quantification,ABS,BKT2_STHD_0.4,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.29,0,0,11968,0,0,4105,7863,0,11968,,,,,,,,,,,,,,,,,,1,1,7000,0,4277.1,4277.1,,,,,0.13,0,,,,,,,,,,,,
E01,Absolute Quantification,ABS,BKT3_STHD_1.2,Ch1Unknown,CARP,Manual,0.09,ddPCR Supermix for Probes,1.8,,,0.43,0,1,13079,0,1,7231,5848,0,13080,,,,,,,,9.00E-05,,,0.00032,0,0.009,,,0.032,0,1,1,7000,7721.6,4174,4174.3,,,,,0.22,0.02,,,,,,,0.0002,0,,,0.02,0
E02,Absolute Quantification,ABS,BKT3_STHD_1.2,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.3,0,0,11784,0,0,6202,5582,0,11784,,,,,,,,,,,,,,,,,,1,1,7000,0,4271,4271,,,,,0.14,0,,,,,,,,,,,,
E03,Absolute Quantification,ABS,BKT3_STHD_1.2,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.28,0,0,12488,0,0,6937,5551,0,12488,,,,,,,,,,,,,,,,,,1,1,7000,0,4395,4395,,,,,0.13,0,,,,,,,,,,,,
F01,Absolute Quantification,ABS,BKT3_STHD_0.4,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.3,0,0,11932,0,0,5387,6545,0,11932,,,,,,,,,,,,,,,,,,1,1,7000,0,4150.6,4150.6,,,,,0.13,0,,,,,,,,,,,,
F02,Absolute Quantification,ABS,BKT3_STHD_0.4,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.26,0,0,13536,0,0,5769,7767,0,13536,,,,,,,,,,,,,,,,,,1,1,7000,0,4161.8,4161.8,,,,,0.12,0,,,,,,,,,,,,
F03,Absolute Quantification,ABS,BKT3_STHD_0.4,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.29,0,0,12043,0,0,5768,6275,0,12043,,,,,,,,,,,,,,,,,,1,1,7000,0,4285.4,4285.4,,,,,0.13,0,,,,,,,,,,,,
G01,Absolute Quantification,ABS,BKT4_STHD_1.2,Ch1Unknown,CARP,Manual,0.41,ddPCR Supermix for Probes,8.2,,,0.97,0.12,4,11478,3,1,5961,5517,0.197,11482,,,,,,,,0.00048,,,0.00096,0,0.048,,,0.096,0,1,1,7000,8907.7,4236.9,4238.6,,,,,0.65,0.24,,,,,,,0.00072,0.00023,,,0.072,0.023
G02,Absolute Quantification,ABS,BKT4_STHD_1.2,Ch1Unknown,CARP,Manual,0.1,ddPCR Supermix for Probes,2,,,0.45,0,1,12354,1,0,5740,6614,0.0952,12355,,,,,,,,0.00013,,,0.00044,0,0.013,,,0.044,0,1,1,7000,9106.5,4390.9,4391.3,,,,,0.24,0.03,,,,,,,0.00027,0,,,0.027,0
G03,Absolute Quantification,ABS,BKT4_STHD_1.2,Ch1Unknown,CARP,Manual,0.41,ddPCR Supermix for Probes,8.2,,,0.98,0.13,4,11350,3,1,5991,5359,0.195,11354,,,,,,,,0.00047,,,0.00095,0,0.047,,,0.095,0,1,1,7000,8926.9,4312.3,4313.9,,,,,0.66,0.24,,,,,,,0.00071,0.00023,,,0.071,0.023
H01,Absolute Quantification,ABS,BKT4_STHD_0.4,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.25,0,0,13904,0,0,5442,8462,0,13904,,,,,,,,,,,,,,,,,,1,1,7000,0,4174.7,4174.7,,,,,0.12,0,,,,,,,,,,,,
H02,Absolute Quantification,ABS,BKT4_STHD_0.4,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.31,0,0,11201,0,0,4118,7083,0,11201,,,,,,,,,,,,,,,,,,1,1,7000,0,4272.7,4272.7,,,,,0.14,0,,,,,,,,,,,,
H03,Absolute Quantification,ABS,BKT4_STHD_0.4,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.25,0,0,14352,0,0,5832,8520,0,14352,,,,,,,,,,,,,,,,,,1,1,7000,0,4274.2,4274.2,,,,,0.11,0,,,,,,,,,,,,
A04,Absolute Quantification,ABS,EB_6/13/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.32,0,0,10983,0,0,0,10983,0,10983,,,,,,,,,,,,,,,,,,1,1,7000,0,4192.7,4192.7,,,,,0.15,0,,,,,,,,,,,,
A05,Absolute Quantification,ABS,EB_6/13/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.29,0,0,12153,0,0,0,12153,0,12153,,,,,,,,,,,,,,,,,,1,1,7000,0,4216,4216,,,,,0.13,0,,,,,,,,,,,,
A06,Absolute Quantification,ABS,EB_6/13/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.31,0,0,11536,0,0,0,11536,0,11536,,,,,,,,,,,,,,,,,,1,1,7000,0,4279.7,4279.7,,,,,0.14,0,,,,,,,,,,,,
B04,Absolute Quantification,ABS,EB_6/14/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.28,0,0,12441,0,0,0,12441,0,12441,,,,,,,,,,,,,,,,,,1,1,7000,0,4273.6,4273.6,,,,,0.13,0,,,,,,,,,,,,
B05,Absolute Quantification,ABS,EB_6/14/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.29,0,0,12114,0,0,0,12114,0,12114,,,,,,,,,,,,,,,,,,1,1,7000,0,4259.6,4259.6,,,,,0.13,0,,,,,,,,,,,,
B06,Absolute Quantification,ABS,EB_6/14/22,Ch1Unknown,CARP,Manual,0.08,ddPCR Supermix for Probes,1.6,,,0.4,0,1,14064,0,1,0,14064,0,14065,,,,,,,,,,,,,,,,,,1,1,7000,7670.8,4397.3,4397.6,,,,,0.21,0.02,,,,,,,,,,,,
C04,Absolute Quantification,ABS,EB_6/20/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.34,0,0,10406,0,0,0,10406,0,10406,,,,,,,,,,,,,,,,,,1,1,7000,0,4433.5,4433.5,,,,,0.15,0,,,,,,,,,,,,
C05,Absolute Quantification,ABS,EB_6/20/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.32,0,0,10936,0,0,0,10936,0,10936,,,,,,,,,,,,,,,,,,1,1,7000,0,4283.5,4283.5,,,,,0.15,0,,,,,,,,,,,,
C06,Absolute Quantification,ABS,EB_6/20/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.24,0,0,14621,0,0,0,14621,0,14621,,,,,,,,,,,,,,,,,,1,1,7000,0,4433.5,4433.5,,,,,0.11,0,,,,,,,,,,,,
D04,Absolute Quantification,ABS,EB_6/22/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.23,0,0,15344,0,0,0,15344,0,15344,,,,,,,,,,,,,,,,,,1,1,7000,0,4283.8,4283.8,,,,,0.1,0,,,,,,,,,,,,
D05,Absolute Quantification,ABS,EB_6/22/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.27,0,0,13223,0,0,0,13223,0,13223,,,,,,,,,,,,,,,,,,1,1,7000,0,4278.8,4278.8,,,,,0.12,0,,,,,,,,,,,,
D06,Absolute Quantification,ABS,EB_6/22/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.27,0,0,12876,0,0,0,12876,0,12876,,,,,,,,,,,,,,,,,,1,1,7000,0,4426.9,4426.9,,,,,0.13,0,,,,,,,,,,,,
E04,Absolute Quantification,ABS,EB_6/23/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.23,0,0,15113,0,0,0,15113,0,15113,,,,,,,,,,,,,,,,,,1,1,7000,0,4332.1,4332.1,,,,,0.11,0,,,,,,,,,,,,
E05,Absolute Quantification,ABS,EB_6/23/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.25,0,0,13858,0,0,0,13858,0,13858,,,,,,,,,,,,,,,,,,1,1,7000,0,4315.5,4315.5,,,,,0.12,0,,,,,,,,,,,,
E06,Absolute Quantification,ABS,EB_6/23/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.24,0,0,14539,0,0,0,14539,0,14539,,,,,,,,,,,,,,,,,,1,1,7000,0,4411.4,4411.4,,,,,0.11,0,,,,,,,,,,,,
F04,Absolute Quantification,ABS,EB_6/27/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.27,0,0,13091,0,0,0,13091,0,13091,,,,,,,,,,,,,,,,,,1,1,7000,0,4324.6,4324.6,,,,,0.12,0,,,,,,,,,,,,
F05,Absolute Quantification,ABS,EB_6/27/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.25,0,0,13923,0,0,0,13923,0,13923,,,,,,,,,,,,,,,,,,1,1,7000,0,4351.4,4351.4,,,,,0.12,0,,,,,,,,,,,,
F06,Absolute Quantification,ABS,EB_6/27/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.26,0,0,13583,0,0,0,13583,0,13583,,,,,,,,,,,,,,,,,,1,1,7000,0,4437.5,4437.5,,,,,0.12,0,,,,,,,,,,,,
G04,Absolute Quantification,ABS,EB_7/5/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.25,0,0,13948,0,0,0,13948,0,13948,,,,,,,,,,,,,,,,,,1,1,7000,0,4310.3,4310.3,,,,,0.12,0,,,,,,,,,,,,
G05,Absolute Quantification,ABS,EB_7/5/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.24,0,0,14656,0,0,0,14656,0,14656,,,,,,,,,,,,,,,,,,1,1,7000,0,4383.9,4383.9,,,,,0.11,0,,,,,,,,,,,,
G06,Absolute Quantification,ABS,EB_7/5/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.24,0,0,14569,0,0,0,14569,0,14569,,,,,,,,,,,,,,,,,,1,1,7000,0,4371.4,4371.4,,,,,0.11,0,,,,,,,,,,,,
H04,Absolute Quantification,ABS,EB_7/5/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.25,0,0,14085,0,0,0,14085,0,14085,,,,,,,,,,,,,,,,,,1,1,7000,0,4343.9,4343.9,,,,,0.11,0,,,,,,,,,,,,
H05,Absolute Quantification,ABS,EB_7/5/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.27,0,0,13134,0,0,0,13134,0,13134,,,,,,,,,,,,,,,,,,1,1,7000,0,4346.2,4346.2,,,,,0.12,0,,,,,,,,,,,,
H06,Absolute Quantification,ABS,EB_7/5/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.23,0,0,15016,0,0,0,15016,0,15016,,,,,,,,,,,,,,,,,,1,1,7000,0,4348.9,4348.9,,,,,0.11,0,,,,,,,,,,,,
A07,Absolute Quantification,ABS,EB_7/8/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.24,0,0,14565,0,0,0,14565,0,14565,,,,,,,,,,,,,,,,,,1,1,7000,0,4134.1,4134.1,,,,,0.11,0,,,,,,,,,,,,
B07,Absolute Quantification,ABS,EB_7/8/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.26,0,0,13531,0,0,0,13531,0,13531,,,,,,,,,,,,,,,,,,1,1,7000,0,4210.6,4210.6,,,,,0.12,0,,,,,,,,,,,,
C07,Absolute Quantification,ABS,EB_7/8/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.23,0,0,15228,0,0,0,15228,0,15228,,,,,,,,,,,,,,,,,,1,1,7000,0,4222.9,4222.9,,,,,0.11,0,,,,,,,,,,,,
A08,Absolute Quantification,ABS,EB_7/18/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.48,0,0,7353,0,0,0,7353,0,7353,,,,,,,,,,,,,,,,,,1,1,7000,0,4267.2,4267.2,,,,,0.22,0,,,,,,,,,,,,
B08,Absolute Quantification,ABS,EB_7/18/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.37,0,0,9629,0,0,0,9629,0,9629,,,,,,,,,,,,,,,,,,1,1,7000,0,4307,4307,,,,,0.17,0,,,,,,,,,,,,
C08,Absolute Quantification,ABS,EB_7/18/22,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.4,0,0,8794,0,0,0,8794,0,8794,,,,,,,,,,,,,,,,,,1,1,7000,0,4304.9,4304.9,,,,,0.18,0,,,,,,,,,,,,
D07,Absolute Quantification,ABS,Positive_CTL,Ch1Unknown,CARP,Manual,86,ddPCR Supermix for Probes,1720,,,92,81,963,12659,46,917,747,11912,0,13622,,,,,,,,1.22,,,1.34,1.11,55,,,57.3,52.7,1,1,7000,8800.5,4245.1,4567.1,,,,,89,83.5,,,,,,,1.28,1.16,,,56.2,53.8
D08,Absolute Quantification,ABS,Positive_CTL,Ch1Unknown,CARP,Manual,100,ddPCR Supermix for Probes,2000,,,107,92,694,7855,35,659,417,7438,0,8549,,,,,,,,1.56,,,1.74,1.37,60.9,,,63.7,58.1,1,1,7000,9211.6,4433.8,4821.6,,,,,103.4,95.8,,,,,,,1.65,1.46,,,62.4,59.5
E07,Absolute Quantification,ABS,Negative_CTL,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.25,0,0,14291,0,0,0,14291,0,14291,,,,,,,,,,,,,,,,,,1,1,7000,0,4305.3,4305.3,,,,,0.11,0,,,,,,,,,,,,
E08,Absolute Quantification,ABS,Negative_CTL,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.37,0,0,9456,0,0,0,9456,0,9456,,,,,,,,,,,,,,,,,,1,1,7000,0,4331.3,4331.3,,,,,0.17,0,,,,,,,,,,,,
F07,Absolute Quantification,ABS,Negative_CTL,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.25,0,0,14243,0,0,0,14243,0,14243,,,,,,,,,,,,,,,,,,1,1,7000,0,4379.1,4379.1,,,,,0.11,0,,,,,,,,,,,,
F08,Absolute Quantification,ABS,Negative_CTL,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.34,0,0,10369,0,0,0,10369,0,10369,,,,,,,,,,,,,,,,,,1,1,7000,0,4409,4409,,,,,0.16,0,,,,,,,,,,,,
G07,Absolute Quantification,ABS,Negative_CTL,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.24,0,0,14924,0,0,0,14924,0,14924,,,,,,,,,,,,,,,,,,1,1,7000,0,4341.9,4341.9,,,,,0.11,0,,,,,,,,,,,,
G08,Absolute Quantification,ABS,Negative_CTL,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.33,0,0,10840,0,0,0,10840,0,10840,,,,,,,,,,,,,,,,,,1,1,7000,0,4397.4,4397.4,,,,,0.15,0,,,,,,,,,,,,
H07,Absolute Quantification,ABS,Negative_CTL,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.24,0,0,14391,0,0,0,14391,0,14391,,,,,,,,,,,,,,,,,,1,1,7000,0,4387.4,4387.4,,,,,0.11,0,,,,,,,,,,,,
H08,Absolute Quantification,ABS,Negative_CTL,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.31,0,0,11295,0,0,0,11295,0,11295,,,,,,,,,,,,,,,,,,1,1,7000,0,1393.7,1393.7,,,,,0.14,0,,,,,,,,,,,,
A01,Absolute Quantification,ABS,BKT1_STHD_1.2,Ch2Unknown,STHD,Manual,566,ddPCR Supermix for Probes,11320,,,584,548,3712,6009,0,0,3712,6009,0,9721,,,,,,,,,,,,,,,,,,1,1,4500,5224.4,1112.4,2682.6,,,,,575,557,,,,,,,,,,,,
A02,Absolute Quantification,ABS,BKT1_STHD_1.2,Ch2Unknown,STHD,Manual,567,ddPCR Supermix for Probes,11340,,,582,551,5056,8174,0,0,5056,8174,0,13230,,,,,,,,,,,,,,,,,,1,1,4500,5145.5,1105.5,2649.4,,,,,575,558,,,,,,,,,,,,
A03,Absolute Quantification,ABS,BKT1_STHD_1.2,Ch2Unknown,STHD,Manual,612,ddPCR Supermix for Probes,12240,,,629,595,5149,7552,1,0,5148,7552,0.0926,12701,,,,,,,,0.00015,,,0.00051,0,0.015,,,0.051,0,1,1,4500,5321.9,1131.7,2830.4,,,,,620,603,,,,,,,0.00032,0,,,0.032,0
B01,Absolute Quantification,ABS,BKT1_STHD_0.4,Ch2Unknown,STHD,Manual,332,ddPCR Supermix for Probes,6640,,,346,317,2042,6268,0,0,2042,6268,0,8310,,,,,,,,,,,,,,,,,,1,1,4500,5266.3,1069.5,2100.8,,,,,339,324,,,,,,,,,,,,
B02,Absolute Quantification,ABS,BKT1_STHD_0.4,Ch2Unknown,STHD,Manual,285,ddPCR Supermix for Probes,5700,,,296,275,2642,9620,0,0,2642,9620,0,12262,,,,,,,,,,,,,,,,,,1,1,4500,5262.3,1063.9,1968.5,,,,,291,280,,,,,,,,,,,,
B03,Absolute Quantification,ABS,BKT1_STHD_0.4,Ch2Unknown,STHD,Manual,381,ddPCR Supermix for Probes,7620,,,395,368,3199,8357,0,0,3199,8357,0,11556,,,,,,,,,,,,,,,,,,1,1,4500,5401.1,1095.8,2287.6,,,,,388,375,,,,,,,,,,,,
C01,Absolute Quantification,ABS,BKT2_STHD_1.2,Ch2Unknown,STHD,Manual,922,ddPCR Supermix for Probes,18440,,,949,896,4981,4185,1,0,4980,4185,0.128,9166,,,,,,,,0.00014,,,0.00047,0,0.014,,,0.047,0,1,1,4500,5208.7,1122.6,3343.1,,,,,936,909,,,,,,,0.00029,0,,,0.029,0
C02,Absolute Quantification,ABS,BKT2_STHD_1.2,Ch2Unknown,STHD,Manual,779,ddPCR Supermix for Probes,15580,,,799,759,5885,6271,1,0,5884,6271,0.0968,12156,,,,,,,,0.00012,,,0.00042,0,0.012,,,0.042,0,1,1,4500,5274.5,1125.1,3133.9,,,,,789,768,,,,,,,0.00026,0,,,0.026,0
C03,Absolute Quantification,ABS,BKT2_STHD_1.2,Ch2Unknown,STHD,Manual,1007,ddPCR Supermix for Probes,20140,,,1030,984,7648,5652,1,1,7647,5651,0,13300,,,,,,,,0.00018,,,0.00044,0,0.018,,,0.044,0,1,1,4500,5371.8,1170.8,3586.5,,,,,1019,995,,,,,,,0.00031,4.00E-05,,,0.031,0.004
D01,Absolute Quantification,ABS,BKT2_STHD_0.4,Ch2Unknown,STHD,Manual,439,ddPCR Supermix for Probes,8780,,,453,424,3585,7933,0,0,3585,7933,0,11518,,,,,,,,,,,,,,,,,,1,1,4500,5271.1,1069.9,2377.5,,,,,446,431,,,,,,,,,,,,
D02,Absolute Quantification,ABS,BKT2_STHD_0.4,Ch2Unknown,STHD,Manual,358,ddPCR Supermix for Probes,7160,,,370,346,3577,10061,0,0,3577,10061,0,13638,,,,,,,,,,,,,,,,,,1,1,4500,5254.4,1072.8,2169.5,,,,,364,352,,,,,,,,,,,,
D03,Absolute Quantification,ABS,BKT2_STHD_0.4,Ch2Unknown,STHD,Manual,494,ddPCR Supermix for Probes,9880,,,510,479,4105,7863,0,0,4105,7863,0,11968,,,,,,,,,,,,,,,,,,1,1,4500,5421,1116.7,2593.1,,,,,502,486,,,,,,,,,,,,
E01,Absolute Quantification,ABS,BKT3_STHD_1.2,Ch2Unknown,STHD,Manual,947,ddPCR Supermix for Probes,18940,,,969,925,7231,5849,0,1,7231,5848,0,13080,,,,,,,,9.00E-05,,,0.00032,0,0.009,,,0.032,0,1,1,4500,5247.9,1234.6,3453.3,,,,,958,935,,,,,,,0.0002,0,,,0.02,0
E02,Absolute Quantification,ABS,BKT3_STHD_1.2,Ch2Unknown,STHD,Manual,879,ddPCR Supermix for Probes,17580,,,902,857,6202,5582,0,0,6202,5582,0,11784,,,,,,,,,,,,,,,,,,1,1,4500,5269.9,1241.9,3361.9,,,,,891,868,,,,,,,,,,,,
E03,Absolute Quantification,ABS,BKT3_STHD_1.2,Ch2Unknown,STHD,Manual,954,ddPCR Supermix for Probes,19080,,,977,931,6937,5551,0,0,6937,5551,0,12488,,,,,,,,,,,,,,,,,,1,1,4500,5371.5,1252,3540.4,,,,,966,942,,,,,,,,,,,,
F01,Absolute Quantification,ABS,BKT3_STHD_0.4,Ch2Unknown,STHD,Manual,706,ddPCR Supermix for Probes,14120,,,726,687,5387,6545,0,0,5387,6545,0,11932,,,,,,,,,,,,,,,,,,1,1,4500,5374.1,1124.4,3043,,,,,716,697,,,,,,,,,,,,
F02,Absolute Quantification,ABS,BKT3_STHD_0.4,Ch2Unknown,STHD,Manual,653,ddPCR Supermix for Probes,13060,,,671,637,5769,7767,0,0,5769,7767,0,13536,,,,,,,,,,,,,,,,,,1,1,4500,5271.6,1121.4,2890.2,,,,,662,645,,,,,,,,,,,,
F03,Absolute Quantification,ABS,BKT3_STHD_0.4,Ch2Unknown,STHD,Manual,767,ddPCR Supermix for Probes,15340,,,787,747,5768,6275,0,0,5768,6275,0,12043,,,,,,,,,,,,,,,,,,1,1,4500,5377.3,1155.6,3177.6,,,,,777,757,,,,,,,,,,,,
G01,Absolute Quantification,ABS,BKT4_STHD_1.2,Ch2Unknown,STHD,Manual,862,ddPCR Supermix for Probes,17240,,,885,840,5964,5518,3,1,5961,5517,0.197,11482,,,,,,,,0.00048,,,0.00096,0,0.048,,,0.096,0,1,1,4500,5291.9,1221.7,3335.8,,,,,874,851,,,,,,,0.00072,0.00023,,,0.072,0.023
