Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
B03,Absolute Quantification,ABS,M3_T2_0.4,Ch1Unknown,CARP,Manual,3.1,ddPCR Supermix for Probes,62,,,4.4,2.1,29,10818,0,29,135,10683,0,10847,,,,,,,,0.21,,,0.3,0.13,18,,,23,12,1,1,7000,9111.1,4204,4217.1,,,,,3.8,2.6,,,,,,,0.258,0.17,,,20.6,14.6
C03,Absolute Quantification,ABS,M4_T2_1.2,Ch1Unknown,CARP,Manual,19.2,ddPCR Supermix for Probes,384,,,21.9,16.4,187,11393,15,172,701,10692,0.378,11580,,,,,,,,0.255,,,0.296,0.214,20.3,,,22.9,17.7,1,1,7000,9265.3,4500,4576.9,,,,,20.6,17.8,,,,,,,0.276,0.234,,,21.7,19
D03,Absolute Quantification,ABS,M4_T2_0.4,Ch1Unknown,CARP,Manual,3.2,ddPCR Supermix for Probes,64,,,4.5,2.1,28,10378,0,28,215,10163,0,10406,,,,,,,,0.13,,,0.18,0.08,11.4,,,15.4,7.4,1,1,7000,9131.2,4341.2,4354.1,,,,,3.8,2.6,,,,,,,0.155,0.103,,,13.5,9.4
E03,Absolute Quantification,ABS,M5_T2_1.2,Ch1Unknown,CARP,Manual,10.3,ddPCR Supermix for Probes,206,,,12.5,8.3,95,10816,5,90,336,10480,0.228,10911,,,,,,,,0.28,,,0.34,0.21,21.6,,,25.5,17.7,1,1,7000,9215.7,4335.8,4378.3,,,,,11.4,9.3,,,,,,,0.307,0.243,,,23.6,19.6
F03,Absolute Quantification,ABS,M5_T2_0.4,Ch1Unknown,CARP,Manual,2.8,ddPCR Supermix for Probes,56,,,3.9,1.8,27,11475,1,26,173,11302,0.0616,11502,,,,,,,,0.15,,,0.22,0.09,13.4,,,18.1,8.6,1,1,7000,9201.5,4293.8,4305.3,,,,,3.3,2.3,,,,,,,0.186,0.122,,,15.8,11
G03,Absolute Quantification,ABS,M6_T2_1.2,Ch1Unknown,CARP,Manual,3.7,ddPCR Supermix for Probes,74,,,5.1,2.5,33,10581,0,33,233,10348,0,10614,,,,,,,,0.14,,,0.19,0.09,12.3,,,16.3,8.3,1,1,7000,9169.5,4268.5,4283.8,,,,,4.3,3.1,,,,,,,0.166,0.114,,,14.3,10.3
H03,Absolute Quantification,ABS,M6_T2_0.4,Ch1Unknown,CARP,Manual,3.1,ddPCR Supermix for Probes,62,,,4.2,2.1,33,12641,1,32,185,12456,0.0487,12674,,,,,,,,0.18,,,0.24,0.11,15,,,19.7,10.2,1,1,7000,9287.3,4265.6,4278.7,,,,,3.6,2.6,,,,,,,0.21,0.143,,,17.4,12.6
A04,Absolute Quantification,ABS,M1_T3_1.2,Ch1Unknown,CARP,Manual,0.8,ddPCR Supermix for Probes,16,,,1.5,0.4,8,11518,1,7,118,11400,0.0947,11526,,,,,,,,0.067,,,0.116,0.018,6.3,,,10.6,2,1,1,7000,8989.7,4155.2,4158.6,,,,,1.14,0.56,,,,,,,0.092,0.042,,,8.4,4.1
B04,Absolute Quantification,ABS,M1_T3_0.4,Ch1Unknown,CARP,Manual,0.53,ddPCR Supermix for Probes,10.6,,,1.09,0.21,6,13278,0,6,20,13258,0,13284,,,,,,,,0.3,,,0.58,0.02,23,,,40,6,1,1,7000,9052.6,4247.9,4250.1,,,,,0.78,0.34,,,,,,,0.44,0.16,,,31,15
C04,Absolute Quantification,ABS,M2_T3_1.2,Ch1Unknown,CARP,Manual,4.3,ddPCR Supermix for Probes,86,,,5.7,3.2,44,11935,3,41,203,11732,0.225,11979,,,,,,,,0.21,,,0.28,0.14,17.5,,,22.2,12.8,1,1,7000,8593.9,4104.1,4120.6,,,,,5,3.7,,,,,,,0.247,0.177,,,19.9,15.1
D04,Absolute Quantification,ABS,M2_T3_0.4,Ch1Unknown,CARP,Manual,1,ddPCR Supermix for Probes,20,,,1.8,0.4,8,9836,0,8,85,9751,0,9844,,,,,,,,0.09,,,0.16,0.02,9,,,14,3,1,1,7000,9340.6,4456.5,4460.5,,,,,1.34,0.66,,,,,,,0.129,0.059,,,11.5,5.6
E04,Absolute Quantification,ABS,M3_T3_1.2,Ch1Unknown,CARP,Manual,0.9,ddPCR Supermix for Probes,18,,,1.5,0.4,9,12408,1,8,89,12319,0.0893,12417,,,,,,,,0.1,,,0.17,0.03,9,,,15,3,1,1,7000,8691,4232.7,4236,,,,,1.17,0.6,,,,,,,0.135,0.065,,,12,6.2
F04,Absolute Quantification,ABS,M3_T3_0.4,Ch1Unknown,CARP,Manual,0.42,ddPCR Supermix for Probes,8.4,,,1,0.13,4,11116,0,4,8,11108,0,11120,,,,,,,,0.5,,,1.1,0,33,,,61,6,1,1,7000,9096.9,4264.2,4266,,,,,0.68,0.24,,,,,,,0.81,0.19,,,47,19
G04,Absolute Quantification,ABS,Positive_CTL,Ch1Unknown,CARP,Manual,43.4,ddPCR Supermix for Probes,868,,,47.5,39.4,440,11708,57,383,1352,10356,0.678,12148,,,,,,,,0.299,,,0.331,0.267,23,,,24.9,21.1,1,1,7000,9099.4,4317.4,4490.6,,,,,45.5,41.3,,,,,,,0.316,0.283,,,24,22.1
H04,Absolute Quantification,ABS,Negative_CTL,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.25,0,0,14237,0,0,0,14237,0,14237,,,,,,,,,,,,,,,,,,1,1,7000,0,4172.6,4172.6,,,,,0.11,0,,,,,,,,,,,,
A05,Absolute Quantification,ABS,M1_T3_1.2,Ch1Unknown,CARP,Manual,1.1,ddPCR Supermix for Probes,22,,,1.9,0.6,11,11496,1,10,90,11406,0.0942,11507,,,,,,,,0.12,,,0.2,0.04,11,,,17,5,1,1,7000,8980.6,4212.5,4217.1,,,,,1.5,0.82,,,,,,,0.159,0.082,,,13.8,7.7
B05,Absolute Quantification,ABS,M1_T3_0.4,Ch1Unknown,CARP,Manual,0.46,ddPCR Supermix for Probes,9.2,,,1.08,0.14,4,10239,0,4,9,10230,0,10243,,,,,,,,0.44,,,0.99,0,31,,,57,5,1,1,7000,9097.3,4284.3,4286.2,,,,,0.73,0.26,,,,,,,0.72,0.17,,,44,18
C05,Absolute Quantification,ABS,M2_T3_1.2,Ch1Unknown,CARP,Manual,3.9,ddPCR Supermix for Probes,78,,,5.3,2.8,37,11115,0,37,149,10966,0,11152,,,,,,,,0.25,,,0.34,0.16,20,,,26,14,1,1,7000,9201,4354.2,4370.3,,,,,4.6,3.3,,,,,,,0.292,0.202,,,22.7,16.9
D05,Absolute Quantification,ABS,M2_T3_0.4,Ch1Unknown,CARP,Manual,1,ddPCR Supermix for Probes,20,,,1.9,0.5,9,10307,0,9,66,10241,0,10316,,,,,,,,0.14,,,0.23,0.04,12,,,19,4,1,1,7000,9511.1,4464.2,4468.6,,,,,1.41,0.72,,,,,,,0.185,0.087,,,15.7,8.2
E05,Absolute Quantification,ABS,M3_T3_1.2,Ch1Unknown,CARP,Manual,1.4,ddPCR Supermix for Probes,28,,,2.4,0.7,11,9183,0,11,75,9108,0,9194,,,,,,,,0.15,,,0.24,0.05,13,,,20,6,1,1,7000,9191.7,4347.9,4353.7,,,,,1.88,1.02,,,,,,,0.194,0.099,,,16.4,9.1
F05,Absolute Quantification,ABS,M3_T3_0.4,Ch1Unknown,CARP,Manual,0.22,ddPCR Supermix for Probes,4.4,,,0.72,0.03,2,10537,0,2,5,10532,0,10539,,,,,,,,0.4,,,1.1,0,29,,,65,0,1,1,7000,9422.1,4358.9,4359.9,,,,,0.43,0.1,,,,,,,0.75,0.05,,,46,11
G05,Absolute Quantification,ABS,Positive_CTL,Ch1Unknown,CARP,Manual,53.2,ddPCR Supermix for Probes,1064,,,58,48.5,480,10376,62,418,1236,9140,0.593,10856,,,,,,,,0.355,,,0.392,0.318,26.2,,,28.2,24.2,1,1,7000,9180.9,4384,4596.1,,,,,55.6,50.8,,,,,,,0.374,0.336,,,27.2,25.2
H05,Absolute Quantification,ABS,Negative_CTL,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.37,0,0,9423,0,0,0,9423,0,9423,,,,,,,,,,,,,,,,,,1,1,7000,0,4283.5,4283.5,,,,,0.17,0,,,,,,,,,,,,
A01,Absolute Quantification,ABS,M3_T2_1.2,Ch2Unknown,STHD,Manual,15,ddPCR Supermix for Probes,300,,,17.6,12.3,123,9601,1,30,122,9571,0.0747,9724,,,,,,,,0.25,,,0.35,0.15,20,,,26,14,1,1,4500,5767.7,1076.4,1135.8,,,,,16.3,13.6,,,,,,,0.3,0.2,,,23.3,16.8
B01,Absolute Quantification,ABS,M3_T2_0.4,Ch2Unknown,STHD,Manual,8.6,ddPCR Supermix for Probes,172,,,11.6,6.3,42,5694,0,8,42,5686,0,5736,,,,,,,,0.19,,,0.34,0.04,16,,,26,6,1,1,4500,5872.1,976.26,1012.1,,,,,10.1,7.4,,,,,,,0.26,0.12,,,21,11
C01,Absolute Quantification,ABS,M4_T2_1.2,Ch2Unknown,STHD,Manual,72,ddPCR Supermix for Probes,1440,,,77,67,782,12443,20,195,762,12248,0.7,13225,,,,,,,,0.269,,,0.31,0.228,21.2,,,23.7,18.7,1,1,4500,6055.7,1186.5,1474.4,,,,,74.3,69.1,,,,,,,0.29,0.248,,,22.5,19.9
D01,Absolute Quantification,ABS,M4_T2_0.4,Ch2Unknown,STHD,Manual,29,ddPCR Supermix for Probes,580,,,32.6,25.5,254,10171,3,31,251,10140,0.252,10425,,,,,,,,0.132,,,0.18,0.085,11.7,,,15.4,8,1,1,4500,5840,1150.4,1264.7,,,,,30.8,27.2,,,,,,,0.157,0.108,,,13.6,9.8
E01,Absolute Quantification,ABS,M5_T2_1.2,Ch2Unknown,STHD,Manual,48.6,ddPCR Supermix for Probes,972,,,53.1,44,440,10440,4,99,436,10341,0,10880,,,,,,,,0.23,,,0.28,0.181,18.7,,,22,15.5,1,1,4500,5924.9,1120.7,1315,,,,,50.9,46.3,,,,,,,0.256,0.205,,,20.4,17.1
F01,Absolute Quantification,ABS,M5_T2_0.4,Ch2Unknown,STHD,Manual,16.9,ddPCR Supermix for Probes,338,,,19.6,14.2,151,10430,1,16,150,10414,0.0856,10581,,,,,,,,0.11,,,0.17,0.06,10.1,,,14.6,5.5,1,1,4500,5904.3,1099.7,1168.3,,,,,18.3,15.5,,,,,,,0.141,0.083,,,12.4,7.7
G01,Absolute Quantification,ABS,M6_T2_1.2,Ch2Unknown,STHD,Manual,24.6,ddPCR Supermix for Probes,492,,,27.6,21.6,261,12348,1,45,260,12303,0.00457,12609,,,,,,,,0.17,,,0.23,0.12,14.9,,,18.9,10.9,1,1,4500,6065.4,1125.3,1227.6,,,,,26.1,23.1,,,,,,,0.203,0.147,,,16.9,12.9
H01,Absolute Quantification,ABS,M6_T2_0.4,Ch2Unknown,STHD,Manual,17.1,ddPCR Supermix for Probes,342,,,19.8,14.3,152,10412,0,17,152,10395,0,10564,,,,,,,,0.11,,,0.17,0.05,10,,,14.6,5.4,1,1,4500,6109.1,1143.3,1214.8,,,,,18.4,15.7,,,,,,,0.14,0.083,,,12.3,7.7
A02,Absolute Quantification,ABS,M3_T2_1.2,Ch2Unknown,STHD,Manual,13.9,ddPCR Supermix for Probes,278,,,16.8,11.3,97,8176,2,21,95,8155,0.25,8273,,,,,,,,0.24,,,0.34,0.13,19,,,26,12,1,1,4500,5883.3,1113.1,1169,,,,,15.3,12.5,,,,,,,0.29,0.18,,,22.7,15.5
B02,Absolute Quantification,ABS,M3_T2_0.4,Ch2Unknown,STHD,Manual,14.5,ddPCR Supermix for Probes,290,,,17,12.1,136,10944,1,16,135,10928,0.0852,11080,,,,,,,,0.12,,,0.19,0.06,11,,,16,6,1,1,4500,5936.1,1122.6,1181.7,,,,,15.8,13.3,,,,,,,0.156,0.092,,,13.6,8.5
C02,Absolute Quantification,ABS,M4_T2_1.2,Ch2Unknown,STHD,Manual,74,ddPCR Supermix for Probes,1480,,,80,69,719,11000,17,214,702,10786,0.308,11719,,,,,,,,0.314,,,0.361,0.268,23.9,,,26.6,21.2,1,1,4500,5878,1162,1451.4,,,,,77.3,71.7,,,,,,,0.338,0.291,,,25.3,22.5
D02,Absolute Quantification,ABS,M4_T2_0.4,Ch2Unknown,STHD,Manual,28,ddPCR Supermix for Probes,560,,,31.4,24.6,260,10797,0,34,260,10763,0,11057,,,,,,,,0.129,,,0.176,0.083,11.5,,,15.1,7.8,1,1,4500,5778.1,1149.5,1258.4,,,,,29.7,26.3,,,,,,,0.153,0.106,,,13.3,9.6
E02,Absolute Quantification,ABS,M5_T2_1.2,Ch2Unknown,STHD,Manual,45.4,ddPCR Supermix for Probes,908,,,50.1,40.7,360,9152,5,70,355,9082,0.28,9512,,,,,,,,0.21,,,0.26,0.15,17,,,20.6,13.5,1,1,4500,6114.9,1165.7,1353,,,,,47.8,43,,,,,,,0.231,0.179,,,18.8,15.2
F02,Absolute Quantification,ABS,M5_T2_0.4,Ch2Unknown,STHD,Manual,21.5,ddPCR Supermix for Probes,430,,,24.7,18.4,182,9857,0,22,182,9835,0,10039,,,,,,,,0.12,,,0.17,0.07,10.7,,,15,6.4,1,1,4500,5955.6,1123.4,1211,,,,,23.1,19.9,,,,,,,0.147,0.093,,,12.9,8.5
G02,Absolute Quantification,ABS,M6_T2_1.2,Ch2Unknown,STHD,Manual,27.9,ddPCR Supermix for Probes,558,,,31.3,24.6,264,10988,2,39,262,10949,0.112,11252,,,,,,,,0.15,,,0.2,0.1,13.3,,,17.1,9.5,1,1,4500,6051.1,1134.4,1249.8,,,,,29.7,26.2,,,,,,,0.18,0.128,,,15.3,11.4
H02,Absolute Quantification,ABS,M6_T2_0.4,Ch2Unknown,STHD,Manual,18,ddPCR Supermix for Probes,360,,,20.5,15.4,194,12610,2,24,192,12586,0.15,12804,,,,,,,,0.13,,,0.19,0.08,11.7,,,16,7.5,1,1,4500,6133.8,1156.8,1232.2,,,,,19.3,16.7,,,,,,,0.161,0.105,,,13.9,9.6
A03,Absolute Quantification,ABS,M3_T2_1.2,Ch2Unknown,STHD,Manual,13.8,ddPCR Supermix for Probes,276,,,16.4,11.2,109,9240,0,29,109,9211,0,9349,,,,,,,,0.26,,,0.37,0.16,21,,,28,14,1,1,4500,5864.7,1108.3,1163.8,,,,,15.1,12.5,,,,,,,0.32,0.21,,,24.4,17.5
B03,Absolute Quantification,ABS,M3_T2_0.4,Ch2Unknown,STHD,Manual,14.7,ddPCR Supermix for Probes,294,,,17.2,12.3,135,10712,0,29,135,10683,0,10847,,,,,,,,0.21,,,0.3,0.13,18,,,23,12,1,1,4500,5855.8,1104.8,1163.9,,,,,16,13.5,,,,,,,0.258,0.17,,,20.6,14.6
C03,Absolute Quantification,ABS,M4_T2_1.2,Ch2Unknown,STHD,Manual,75,ddPCR Supermix for Probes,1500,,,81,70,716,10864,15,172,701,10692,0.378,11580,,,,,,,,0.255,,,0.296,0.214,20.3,,,22.9,17.7,1,1,4500,5989.5,1175.6,1473.3,,,,,77.9,72.3,,,,,,,0.276,0.234,,,21.7,19
D03,Absolute Quantification,ABS,M4_T2_0.4,Ch2Unknown,STHD,Manual,24.6,ddPCR Supermix for Probes,492,,,27.8,21.3,215,10191,0,28,215,10163,0,10406,,,,,,,,0.13,,,0.18,0.08,11.4,,,15.4,7.4,1,1,4500,5838.3,1156,1252.8,,,,,26.2,22.9,,,,,,,0.155,0.103,,,13.5,9.4
E03,Absolute Quantification,ABS,M5_T2_1.2,Ch2Unknown,STHD,Manual,37.4,ddPCR Supermix for Probes,748,,,41.3,33.4,341,10570,5,90,336,10480,0.228,10911,,,,,,,,0.28,,,0.34,0.21,21.6,,,25.5,17.7,1,1,4500,6025.6,1143.3,1295.9,,,,,39.4,35.3,,,,,,,0.307,0.243,,,23.6,19.6
F03,Absolute Quantification,ABS,M5_T2_0.4,Ch2Unknown,STHD,Manual,17.9,ddPCR Supermix for Probes,358,,,20.6,15.3,174,11328,1,26,173,11302,0.0616,11502,,,,,,,,0.15,,,0.22,0.09,13.4,,,18.1,8.6,1,1,4500,5970.3,1119.8,1193.1,,,,,19.3,16.6,,,,,,,0.186,0.122,,,15.8,11
G03,Absolute Quantification,ABS,M6_T2_1.2,Ch2Unknown,STHD,Manual,26.1,ddPCR Supermix for Probes,522,,,29.5,22.8,233,10381,0,33,233,10348,0,10614,,,,,,,,0.14,,,0.19,0.09,12.3,,,16.3,8.3,1,1,4500,5967.4,1113.3,1219.8,,,,,27.8,24.4,,,,,,,0.166,0.114,,,14.3,10.3
H03,Absolute Quantification,ABS,M6_T2_0.4,Ch2Unknown,STHD,Manual,17.4,ddPCR Supermix for Probes,348,,,19.9,14.9,186,12488,1,32,185,12456,0.0487,12674,,,,,,,,0.18,,,0.24,0.11,15,,,19.7,10.2,1,1,4500,5995.3,1119.4,1191,,,,,18.7,16.1,,,,,,,0.21,0.143,,,17.4,12.6
A04,Absolute Quantification,ABS,M1_T3_1.2,Ch2Unknown,STHD,Manual,12.2,ddPCR Supermix for Probes,244,,,14.4,10,119,11407,1,7,118,11400,0.0947,11526,,,,,,,,0.067,,,0.116,0.018,6.3,,,10.6,2,1,1,4500,5819.5,1096.8,1145.5,,,,,13.3,11.1,,,,,,,0.092,0.042,,,8.4,4.1
B04,Absolute Quantification,ABS,M1_T3_0.4,Ch2Unknown,STHD,Manual,1.8,ddPCR Supermix for Probes,36,,,2.7,1.1,20,13264,0,6,20,13258,0,13284,,,,,,,,0.3,,,0.58,0.02,23,,,40,6,1,1,4500,5889.7,1115.8,1123,,,,,2.2,1.41,,,,,,,0.44,0.16,,,31,15
C04,Absolute Quantification,ABS,M2_T3_1.2,Ch2Unknown,STHD,Manual,20.4,ddPCR Supermix for Probes,408,,,23.2,17.6,206,11773,3,41,203,11732,0.225,11979,,,,,,,,0.21,,,0.28,0.14,17.5,,,22.2,12.8,1,1,4500,5518.7,1029.8,1107,,,,,21.8,19,,,,,,,0.247,0.177,,,19.9,15.1
D04,Absolute Quantification,ABS,M2_T3_0.4,Ch2Unknown,STHD,Manual,10.2,ddPCR Supermix for Probes,204,,,12.5,8.2,85,9759,0,8,85,9751,0,9844,,,,,,,,0.09,,,0.16,0.02,9,,,14,3,1,1,4500,6155,1181,1224,,,,,11.3,9.1,,,,,,,0.129,0.059,,,11.5,5.6
E04,Absolute Quantification,ABS,M3_T3_1.2,Ch2Unknown,STHD,Manual,8.6,ddPCR Supermix for Probes,172,,,10.5,6.9,90,12327,1,8,89,12319,0.0893,12417,,,,,,,,0.1,,,0.17,0.03,9,,,15,3,1,1,4500,5811.2,1099.7,1133.9,,,,,9.5,7.7,,,,,,,0.135,0.065,,,12,6.2
F04,Absolute Quantification,ABS,M3_T3_0.4,Ch2Unknown,STHD,Manual,0.8,ddPCR Supermix for Probes,16,,,1.6,0.4,8,11112,0,4,8,11108,0,11120,,,,,,,,0.5,,,1.1,0,33,,,61,6,1,1,4500,5849.8,1102.8,1106.2,,,,,1.18,0.58,,,,,,,0.81,0.19,,,47,19
G04,Absolute Quantification,ABS,Positive_CTL,Ch2Unknown,STHD,Manual,145,ddPCR Supermix for Probes,2900,,,153,137,1409,10739,57,383,1352,10356,0.678,12148,,,,,,,,0.299,,,0.331,0.267,23,,,24.9,21.1,1,1,4500,5895.9,1165.6,1714.3,,,,,148.9,141.2,,,,,,,0.316,0.283,,,24,22.1
