Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
B02,Absolute Quantification,ABS,M9_T1A_0.4,Ch1Unknown,CARP,Manual,3.5,ddPCR Supermix for Probes,70,,,4.9,2.3,29,9841,1,28,342,9499,0,9870,,,,,,,,0.083,,,0.115,0.051,7.7,,,10.4,5,1,1,7000,8742.5,3800.5,3815,,,,,4.1,2.9,,,,,,,0.099,0.067,,,9.1,6.3
B03,Absolute Quantification,ABS,M9_T1A_0.4,Ch1Unknown,CARP,Manual,3.2,ddPCR Supermix for Probes,64,,,4.4,2.2,33,12187,2,31,407,11780,0.0894,12220,,,,,,,,0.079,,,0.108,0.051,7.4,,,9.8,4.9,1,1,7000,8541.6,3780,3792.9,,,,,3.8,2.7,,,,,,,0.094,0.065,,,8.6,6.1
B04,Absolute Quantification,ABS,M7_T2_0.4,Ch1Unknown,CARP,Manual,3.5,ddPCR Supermix for Probes,70,,,4.8,2.4,33,11063,0,33,224,10839,0,11096,,,,,,,,0.15,,,0.2,0.09,12.7,,,16.8,8.7,1,1,7000,8609.6,3875.9,3890,,,,,4.1,2.9,,,,,,,0.173,0.119,,,14.8,10.7
B05,Absolute Quantification,ABS,M7_T2_0.4,Ch1Unknown,CARP,Manual,2.4,ddPCR Supermix for Probes,48,,,3.5,1.5,21,10391,2,19,193,10198,0.185,10412,,,,,,,,0.107,,,0.155,0.058,9.6,,,13.6,5.7,1,1,7000,8648.1,4040.4,4049.7,,,,,2.9,1.9,,,,,,,0.131,0.082,,,11.7,7.6
B06,Absolute Quantification,ABS,M7_T2_0.4,Ch1Unknown,CARP,Manual,2.4,ddPCR Supermix for Probes,48,,,3.5,1.6,26,12585,1,25,232,12353,0.0495,12611,,,,,,,,0.111,,,0.156,0.065,10,,,13.6,6.3,1,1,7000,8619.3,4022.4,4031.9,,,,,2.94,1.98,,,,,,,0.134,0.088,,,11.8,8.1
B07,Absolute Quantification,ABS,M11_T2_0.4,Ch1Unknown,CARP,Manual,1.3,ddPCR Supermix for Probes,26,,,2.2,0.7,12,10735,0,12,83,10652,0,10747,,,,,,,,0.14,,,0.23,0.06,13,,,19,6,1,1,7000,8836.1,4148.1,4153.4,,,,,1.73,0.97,,,,,,,0.189,0.099,,,16,9.2
B08,Absolute Quantification,ABS,M11_T2_0.4,Ch1Unknown,CARP,Manual,1.3,ddPCR Supermix for Probes,26,,,2.1,0.8,15,13256,1,14,89,13167,0.0803,13271,,,,,,,,0.17,,,0.26,0.07,14,,,21,7,1,1,7000,8664.5,4095.7,4100.9,,,,,1.7,1.02,,,,,,,0.213,0.12,,,17.7,10.8
B09,Absolute Quantification,ABS,M11_T2_0.4,Ch1Unknown,CARP,Manual,1.7,ddPCR Supermix for Probes,34,,,2.7,1,15,10416,0,15,60,10356,0,10431,,,,,,,,0.25,,,0.39,0.11,20,,,29,11,1,1,7000,8691.3,4229.9,4236.4,,,,,2.17,1.29,,,,,,,0.32,0.18,,,24.6,15.3
C01,Absolute Quantification,ABS,M10_T1A_1.2,Ch1Unknown,CARP,Manual,13.7,ddPCR Supermix for Probes,274,,,16.7,11.1,96,8185,3,93,283,7902,0,8281,,,,,,,,0.33,,,0.41,0.25,24.9,,,29.3,20.6,1,1,7000,8524.4,3697.3,3753.3,,,,,15.2,12.4,,,,,,,0.371,0.293,,,27.1,22.7
C02,Absolute Quantification,ABS,M10_T1A_1.2,Ch1Unknown,CARP,Manual,10.9,ddPCR Supermix for Probes,218,,,13.3,8.9,95,10186,8,87,392,9794,0.517,10281,,,,,,,,0.23,,,0.29,0.18,19,,,22.4,15.5,1,1,7000,8759.6,3889.6,3934.6,,,,,12.1,9.8,,,,,,,0.261,0.207,,,20.7,17.2
C03,Absolute Quantification,ABS,M10_T1A_1.2,Ch1Unknown,CARP,Manual,11.4,ddPCR Supermix for Probes,228,,,13.5,9.3,114,11727,7,107,385,11342,0.335,11841,,,,,,,,0.29,,,0.35,0.23,22.3,,,25.9,18.7,1,1,7000,8369.2,3775.9,3820.1,,,,,12.4,10.3,,,,,,,0.318,0.257,,,24.2,20.5
C04,Absolute Quantification,ABS,M8_T2_1.2,Ch1Unknown,CARP,Manual,16.9,ddPCR Supermix for Probes,338,,,19.5,14.3,163,11238,13,150,652,10586,0.388,11401,,,,,,,,0.24,,,0.281,0.199,19.3,,,22,16.7,1,1,7000,8493.4,3883,3949,,,,,18.3,15.6,,,,,,,0.261,0.219,,,20.7,18
C05,Absolute Quantification,ABS,M8_T2_1.2,Ch1Unknown,CARP,Manual,19.7,ddPCR Supermix for Probes,394,,,22.4,17.1,212,12544,19,193,736,11808,0.643,12756,,,,,,,,0.275,,,0.317,0.233,21.5,,,24.1,19,1,1,7000,8873.7,4103.7,4182.9,,,,,21.1,18.4,,,,,,,0.296,0.253,,,22.9,20.2
C06,Absolute Quantification,ABS,M8_T2_1.2,Ch1Unknown,CARP,Manual,18.9,ddPCR Supermix for Probes,378,,,22,15.7,139,8595,13,126,545,8050,0.602,8734,,,,,,,,0.243,,,0.288,0.198,19.5,,,22.5,16.6,1,1,7000,8528.1,3996.6,4068.7,,,,,20.5,17.3,,,,,,,0.266,0.22,,,21,18.1
C07,Absolute Quantification,ABS,M12_T2_1.2,Ch1Unknown,CARP,Manual,32,ddPCR Supermix for Probes,640,,,35.4,28.6,344,12487,21,323,1184,11303,0,12831,,,,,,,,0.276,,,0.309,0.243,21.6,,,23.6,19.6,1,1,7000,8618.2,4248.5,4365.7,,,,,33.7,30.2,,,,,,,0.292,0.259,,,22.6,20.6
C08,Absolute Quantification,ABS,M12_T2_1.2,Ch1Unknown,CARP,Manual,29.6,ddPCR Supermix for Probes,592,,,32.8,26.3,313,12303,25,288,1108,11195,0,12616,,,,,,,,0.267,,,0.3,0.234,21.1,,,23.2,19,1,1,7000,8675,4272.1,4381.4,,,,,31.2,27.9,,,,,,,0.284,0.25,,,22.1,20
C09,Absolute Quantification,ABS,M12_T2_1.2,Ch1Unknown,CARP,Manual,29.8,ddPCR Supermix for Probes,596,,,33.3,26.4,286,11140,23,263,958,10182,0,11426,,,,,,,,0.282,,,0.32,0.245,22,,,24.3,19.8,1,1,7000,9079.3,4443.1,4559.2,,,,,31.6,28.1,,,,,,,0.301,0.263,,,23.2,20.9
D01,Absolute Quantification,ABS,M10_T1A_0.4,Ch1Unknown,CARP,Manual,10.2,ddPCR Supermix for Probes,204,,,12.8,7.9,65,7498,4,61,380,7118,0.116,7563,,,,,,,,0.166,,,0.209,0.122,14.2,,,17.4,11,1,1,7000,8456.4,3691.2,3732.1,,,,,11.5,8.9,,,,,,,0.188,0.143,,,15.8,12.6
D02,Absolute Quantification,ABS,M10_T1A_0.4,Ch1Unknown,CARP,Manual,8.3,ddPCR Supermix for Probes,166,,,10.2,6.7,89,12530,4,85,661,11869,0,12619,,,,,,,,0.131,,,0.16,0.102,11.6,,,13.8,9.3,1,1,7000,8855.1,3916.8,3951.6,,,,,9.2,7.5,,,,,,,0.145,0.116,,,12.7,10.4
D03,Absolute Quantification,ABS,M10_T1A_0.4,Ch1Unknown,CARP,Manual,7.5,ddPCR Supermix for Probes,150,,,9.4,5.9,70,10942,5,65,546,10396,0.169,11012,,,,,,,,0.124,,,0.155,0.093,11.1,,,13.5,8.6,1,1,7000,8439.3,3819.2,3848.6,,,,,8.4,6.6,,,,,,,0.14,0.108,,,12.3,9.8
D04,Absolute Quantification,ABS,M8_T2_0.4,Ch1Unknown,CARP,Manual,2.6,ddPCR Supermix for Probes,52,,,3.9,1.7,22,9779,0,22,155,9624,0,9801,,,,,,,,0.14,,,0.2,0.08,12.4,,,17.2,7.5,1,1,7000,8591,3917.3,3927.8,,,,,3.2,2.1,,,,,,,0.173,0.109,,,14.8,9.9
D05,Absolute Quantification,ABS,M8_T2_0.4,Ch1Unknown,CARP,Manual,2.4,ddPCR Supermix for Probes,48,,,3.4,1.6,25,12328,1,24,233,12095,0.0512,12353,,,,,,,,0.106,,,0.15,0.062,9.6,,,13.2,6,1,1,7000,8872.6,4084.5,4094.2,,,,,2.89,1.94,,,,,,,0.128,0.084,,,11.4,7.8
D06,Absolute Quantification,ABS,M8_T2_0.4,Ch1Unknown,CARP,Manual,4,ddPCR Supermix for Probes,80,,,5.4,2.8,37,10962,4,33,192,10770,0.365,10999,,,,,,,,0.19,,,0.25,0.12,15.8,,,20.5,11.1,1,1,7000,7568.2,3540.7,3554.3,,,,,4.7,3.3,,,,,,,0.221,0.154,,,18.2,13.4
D07,Absolute Quantification,ABS,M12_T2_0.4,Ch1Unknown,CARP,Manual,1.2,ddPCR Supermix for Probes,24,,,2,0.6,12,11955,0,12,102,11853,0,11967,,,,,,,,0.12,,,0.19,0.05,10,,,16,5,1,1,7000,9027.5,4173.6,4178.5,,,,,1.56,0.87,,,,,,,0.153,0.081,,,13.4,7.6
D08,Absolute Quantification,ABS,M12_T2_0.4,Ch1Unknown,CARP,Manual,1.5,ddPCR Supermix for Probes,30,,,2.3,0.9,16,12657,0,16,102,12555,0,12673,,,,,,,,0.16,,,0.24,0.07,14,,,20,7,1,1,7000,8685.6,4170.2,4175.9,,,,,1.89,1.14,,,,,,,0.198,0.114,,,16.7,10.4
D09,Absolute Quantification,ABS,M12_T2_0.4,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.36,0,0,9920,0,0,0,9920,0,9920,,,,,,,,,,,,,,,,,,1,1,7000,0,5116.6,5116.6,,,,,0.16,0,,,,,,,,,,,,
E01,Absolute Quantification,ABS,M11_T1A_1.2,Ch1Unknown,CARP,Manual,11.5,ddPCR Supermix for Probes,230,,,13.7,9.3,102,10378,4,98,318,10060,0.101,10480,,,,,,,,0.31,,,0.38,0.24,23.9,,,27.9,19.8,1,1,7000,8723.1,3802.9,3850.8,,,,,12.6,10.4,,,,,,,0.349,0.278,,,25.9,21.8
E02,Absolute Quantification,ABS,M11_T1A_1.2,Ch1Unknown,CARP,Manual,9,ddPCR Supermix for Probes,180,,,11.1,7.3,88,11411,3,85,306,11105,0.0673,11499,,,,,,,,0.28,,,0.35,0.21,22,,,26.1,17.9,1,1,7000,8918.6,3948,3986,,,,,10,8.1,,,,,,,0.316,0.248,,,24.1,19.9
E03,Absolute Quantification,ABS,M11_T1A_1.2,Ch1Unknown,CARP,Manual,10.4,ddPCR Supermix for Probes,208,,,12.7,8.5,98,10998,7,91,350,10648,0.425,11096,,,,,,,,0.27,,,0.33,0.21,21.3,,,25.1,17.6,1,1,7000,8569,3907.2,3948.4,,,,,11.5,9.4,,,,,,,0.302,0.24,,,23.3,19.4
E04,Absolute Quantification,ABS,M9_T2_1.2,Ch1Unknown,CARP,Manual,14.1,ddPCR Supermix for Probes,282,,,16.4,11.7,140,11635,7,133,622,11013,0,11775,,,,,,,,0.218,,,0.258,0.178,17.9,,,20.6,15.2,1,1,7000,8641.8,4004.9,4060,,,,,15.3,12.9,,,,,,,0.238,0.198,,,19.3,16.5
E05,Absolute Quantification,ABS,M9_T2_1.2,Ch1Unknown,CARP,Manual,13.5,ddPCR Supermix for Probes,270,,,15.9,11,114,9904,5,109,584,9320,0,10018,,,,,,,,0.189,,,0.227,0.151,15.9,,,18.6,13.2,1,1,7000,8797.8,4127.3,4180.4,,,,,14.7,12.2,,,,,,,0.208,0.17,,,17.3,14.5
E06,Absolute Quantification,ABS,M9_T2_1.2,Ch1Unknown,CARP,Manual,15.7,ddPCR Supermix for Probes,314,,,18.2,13.2,151,11242,10,141,643,10599,0.149,11393,,,,,,,,0.226,,,0.266,0.186,18.4,,,21.1,15.8,1,1,7000,8759.4,4137.3,4198.6,,,,,17,14.4,,,,,,,0.246,0.206,,,19.8,17.1
E07,Absolute Quantification,ABS,M7_T3_1.2,Ch1Unknown,CARP,Manual,2.7,ddPCR Supermix for Probes,54,,,3.9,1.8,26,11148,2,24,155,10993,0.175,11174,,,,,,,,0.16,,,0.23,0.1,14,,,19,9,1,1,7000,8864.4,4131,4142,,,,,3.3,2.2,,,,,,,0.199,0.13,,,16.7,11.6
E08,Absolute Quantification,ABS,M7_T3_1.2,Ch1Unknown,CARP,Manual,2.3,ddPCR Supermix for Probes,46,,,3.5,1.4,19,9623,0,19,121,9502,0,9642,,,,,,,,0.16,,,0.23,0.08,14,,,19,8,1,1,7000,8899.4,4166.5,4175.8,,,,,2.9,1.8,,,,,,,0.195,0.118,,,16.4,10.6
E09,Absolute Quantification,ABS,M7_T3_1.2,Ch1Unknown,CARP,Manual,2.7,ddPCR Supermix for Probes,54,,,3.9,1.7,22,9718,0,22,134,9584,0,9740,,,,,,,,0.16,,,0.24,0.09,14,,,20,9,1,1,7000,8809.7,4146.4,4156.9,,,,,3.3,2.1,,,,,,,0.201,0.126,,,16.8,11.3
F01,Absolute Quantification,ABS,M11_T1A_0.4,Ch1Unknown,CARP,Manual,8.2,ddPCR Supermix for Probes,164,,,10.1,6.5,82,11718,6,76,571,11147,0.21,11800,,,,,,,,0.139,,,0.171,0.107,12.2,,,14.7,9.7,1,1,7000,8808.8,3803.5,3838.2,,,,,9.1,7.3,,,,,,,0.156,0.123,,,13.5,10.9
F02,Absolute Quantification,ABS,M11_T1A_0.4,Ch1Unknown,CARP,Manual,8.2,ddPCR Supermix for Probes,164,,,10,6.6,90,12941,4,86,704,12237,0,13031,,,,,,,,0.124,,,0.151,0.097,11,,,13.2,8.9,1,1,7000,8710.6,3868.6,3902,,,,,9,7.3,,,,,,,0.138,0.11,,,12.1,9.9
F03,Absolute Quantification,ABS,M11_T1A_0.4,Ch1Unknown,CARP,Manual,6.8,ddPCR Supermix for Probes,136,,,8.7,5.2,59,10120,3,56,468,9652,0.0329,10179,,,,,,,,0.123,,,0.156,0.089,10.9,,,13.6,8.3,1,1,7000,8681,3973.3,4000.5,,,,,7.8,6,,,,,,,0.14,0.106,,,12.3,9.6
F04,Absolute Quantification,ABS,M9_T2_0.4,Ch1Unknown,CARP,Manual,2.7,ddPCR Supermix for Probes,54,,,3.8,1.8,28,12248,1,27,240,12008,0.0441,12276,,,,,,,,0.115,,,0.161,0.07,10.3,,,14,6.7,1,1,7000,8727.9,3972,3982.8,,,,,3.2,2.2,,,,,,,0.138,0.092,,,12.2,8.5
F05,Absolute Quantification,ABS,M9_T2_0.4,Ch1Unknown,CARP,Manual,3.3,ddPCR Supermix for Probes,66,,,4.5,2.3,35,12483,0,35,261,12222,0,12518,,,,,,,,0.133,,,0.18,0.086,11.7,,,15.4,8.1,1,1,7000,8813.8,4068.3,4081.6,,,,,3.9,2.8,,,,,,,0.157,0.109,,,13.6,9.9
F06,Absolute Quantification,ABS,M9_T2_0.4,Ch1Unknown,CARP,Manual,2.7,ddPCR Supermix for Probes,54,,,4,1.7,23,10046,0,23,228,9818,0,10069,,,,,,,,0.1,,,0.143,0.057,9.1,,,12.6,5.5,1,1,7000,8849.4,4123.8,4134.6,,,,,3.3,2.2,,,,,,,0.122,0.078,,,10.9,7.3
F07,Absolute Quantification,ABS,M7_T3_0.4,Ch1Unknown,CARP,Manual,1.4,ddPCR Supermix for Probes,28,,,2.2,0.7,13,11226,0,13,55,11171,0,11239,,,,,,,,0.24,,,0.38,0.09,19,,,29,10,1,1,7000,8807.7,4128.1,4133.5,,,,,1.78,1.02,,,,,,,0.31,0.16,,,23.9,14.3
F08,Absolute Quantification,ABS,M7_T3_0.4,Ch1Unknown,CARP,Manual,2,ddPCR Supermix for Probes,40,,,2.9,1.2,21,12539,0,21,68,12471,0,12560,,,,,,,,0.31,,,0.46,0.16,24,,,32,15,1,1,7000,8747.7,4158.9,4166.5,,,,,2.43,1.57,,,,,,,0.39,0.23,,,28.1,19.1
F09,Absolute Quantification,ABS,M7_T3_0.4,Ch1Unknown,CARP,Manual,1.6,ddPCR Supermix for Probes,32,,,2.6,0.9,15,10935,0,15,70,10865,0,10950,,,,,,,,0.21,,,0.33,0.09,18,,,26,9,1,1,7000,8685.9,4167.8,4174,,,,,2.07,1.23,,,,,,,0.27,0.15,,,21.7,13.5
G01,Absolute Quantification,ABS,M12_T1A_1.2,Ch1Unknown,CARP,Manual,21.4,ddPCR Supermix for Probes,428,,,24.7,18.2,170,9250,13,157,743,8507,0,9420,,,,,,,,0.218,,,0.254,0.181,17.9,,,20.3,15.4,1,1,7000,8749.2,3903.3,3990.7,,,,,23.1,19.8,,,,,,,0.236,0.199,,,19.1,16.6
G02,Absolute Quantification,ABS,M12_T1A_1.2,Ch1Unknown,CARP,Manual,23.1,ddPCR Supermix for Probes,462,,,26.1,20.2,237,11939,26,211,956,10983,0.738,12176,,,,,,,,0.234,,,0.267,0.201,18.9,,,21.1,16.8,1,1,7000,8683.2,3942.8,4035,,,,,24.6,21.6,,,,,,,0.251,0.217,,,20.1,17.8
G03,Absolute Quantification,ABS,M12_T1A_1.2,Ch1Unknown,CARP,Manual,23.6,ddPCR Supermix for Probes,472,,,26.6,20.7,252,12416,21,231,1019,11397,0.0322,12668,,,,,,,,0.235,,,0.267,0.202,19,,,21.1,16.9,1,1,7000,8650.4,4005.9,4098.3,,,,,25.1,22.2,,,,,,,0.251,0.218,,,20.1,17.9
G04,Absolute Quantification,ABS,M10_T2_1.2,Ch1Unknown,CARP,Manual,2.4,ddPCR Supermix for Probes,48,,,3.5,1.6,26,12550,2,24,134,12416,0.163,12576,,,,,,,,0.19,,,0.27,0.11,16,,,22,10,1,1,7000,8710.4,4021.2,4030.9,,,,,2.94,1.99,,,,,,,0.231,0.15,,,18.9,13.1
G05,Absolute Quantification,ABS,M10_T2_1.2,Ch1Unknown,CARP,Manual,3.4,ddPCR Supermix for Probes,68,,,4.5,2.4,39,13650,3,36,142,13508,0.225,13689,,,,,,,,0.27,,,0.36,0.17,21,,,27,15,1,1,7000,8738.7,4105.2,4118.4,,,,,3.9,2.8,,,,,,,0.316,0.22,,,24.1,18.1
G06,Absolute Quantification,ABS,M10_T2_1.2,Ch1Unknown,CARP,Manual,3.1,ddPCR Supermix for Probes,62,,,4.3,2.2,33,12434,3,30,132,12302,0.253,12467,,,,,,,,0.24,,,0.34,0.15,20,,,26,14,1,1,7000,8784.7,4162.1,4174.3,,,,,3.7,2.6,,,,,,,0.291,0.196,,,22.6,16.5
G07,Absolute Quantification,ABS,Positive_CTL,Ch1Unknown,CARP,Manual,57.9,ddPCR Supermix for Probes,1158,,,62.7,53.1,554,10987,57,497,1299,9688,0,11541,,,,,,,,0.394,,,0.432,0.355,28.2,,,30.2,26.2,1,1,7000,8884.3,4233.7,4456.9,,,,,60.3,55.4,,,,,,,0.413,0.374,,,29.3,27.2
G08,Absolute Quantification,ABS,Positive_CTL,Ch1Unknown,CARP,Manual,52.6,ddPCR Supermix for Probes,1052,,,57.1,48,516,11293,63,453,1217,10076,0.826,11809,,,,,,,,0.389,,,0.429,0.35,28,,,30.1,26,1,1,7000,9083.9,4332.6,4540.2,,,,,54.9,50.3,,,,,,,0.41,0.369,,,29.1,27
G09,Absolute Quantification,ABS,Negative_CTL,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.26,0,0,13357,0,0,0,13357,0,13357,,,,,,,,,,,,,,,,,,1,1,7000,0,4165.8,4165.8,,,,,0.12,0,,,,,,,,,,,,
H01,Absolute Quantification,ABS,M12_T1A_0.4,Ch1Unknown,CARP,Manual,7.8,ddPCR Supermix for Probes,156,,,9.9,6.1,67,10045,4,63,470,9575,0.106,10112,,,,,,,,0.138,,,0.174,0.103,12.2,,,14.9,9.4,1,1,7000,8585.5,3913.8,3944.8,,,,,8.8,6.9,,,,,,,0.157,0.12,,,13.6,10.8
H02,Absolute Quantification,ABS,M12_T1A_0.4,Ch1Unknown,CARP,Manual,9.4,ddPCR Supermix for Probes,188,,,11.2,7.6,109,13584,3,106,664,12920,0,13693,,,,,,,,0.16,,,0.192,0.128,13.8,,,16.2,11.4,1,1,7000,8594.8,3956.9,3993.8,,,,,10.3,8.5,,,,,,,0.177,0.144,,,15,12.6
H03,Absolute Quantification,ABS,M12_T1A_0.4,Ch1Unknown,CARP,Manual,7.8,ddPCR Supermix for Probes,156,,,9.6,6.3,86,12894,4,82,649,12245,0,12980,,,,,,,,0.129,,,0.158,0.1,11.4,,,13.7,9.1,1,1,7000,8731.1,4075.9,4106.7,,,,,8.7,7,,,,,,,0.144,0.114,,,12.6,10.3
H04,Absolute Quantification,ABS,M10_T2_0.4,Ch1Unknown,CARP,Manual,3.3,ddPCR Supermix for Probes,66,,,4.4,2.3,39,14042,1,38,234,13808,0.0297,14081,,,,,,,,0.16,,,0.22,0.11,14.1,,,18.3,10,1,1,7000,8918.7,4082.4,4095.8,,,,,3.8,2.8,,,,,,,0.193,0.136,,,16.2,12
H05,Absolute Quantification,ABS,M10_T2_0.4,Ch1Unknown,CARP,Manual,2.7,ddPCR Supermix for Probes,54,,,3.9,1.8,25,10858,2,23,165,10693,0.178,10883,,,,,,,,0.15,,,0.21,0.09,12.9,,,17.7,8.2,1,1,7000,8620.3,4015.3,4025.9,,,,,3.3,2.2,,,,,,,0.181,0.117,,,15.4,10.5
H06,Absolute Quantification,ABS,M10_T2_0.4,Ch1Unknown,CARP,Manual,4.3,ddPCR Supermix for Probes,86,,,5.9,3.1,37,10034,0,37,178,9856,0,10071,,,,,,,,0.21,,,0.28,0.13,17,,,22,12,1,1,7000,8880.2,4153.9,4171.2,,,,,5.1,3.7,,,,,,,0.244,0.169,,,19.7,14.5
H07,Absolute Quantification,ABS,Negative_CTL,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.27,0,0,13007,0,0,0,13007,0,13007,,,,,,,,,,,,,,,,,,1,1,7000,0,4060.2,4060.2,,,,,0.12,0,,,,,,,,,,,,
