Well,ExptType,Experiment,Sample,TargetType,Target,Status,Concentration,Supermix,CopiesPer20uLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,AcceptedDroplets,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,FractionalAbundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,ReferenceAssayNumber,TargetAssayNumber,Threshold,MeanAmplitudeofPositives,MeanAmplitudeofNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfMax68,TotalConfMin68,PoissonConfMax68,PoissonConfMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
E02,Absolute Quantification,ABS,M3_T3_1.2,Ch1Unknown,CARP,Manual,0.9,ddPCR Supermix for Probes,18,,,1.6,0.5,10,12839,1,9,105,12734,0.0848,12849,,,,,,,,0.09,,,0.16,0.03,9,,,14,3,1,1,7000,9015,4017.6,4021.5,,,,,1.24,0.66,,,,,,,0.125,0.063,,,11.2,6
E03,Absolute Quantification,ABS,M3_T3_1.2,Ch1Unknown,CARP,Manual,1.1,ddPCR Supermix for Probes,22,,,1.8,0.6,14,14562,0,14,111,14451,0,14576,,,,,,,,0.13,,,0.2,0.05,11,,,17,6,1,1,7000,9110.9,3994.1,3999,,,,,1.46,0.85,,,,,,,0.161,0.09,,,14,8.3
F01,Absolute Quantification,ABS,M3_T3_0.4,Ch1Unknown,CARP,Manual,0.7,ddPCR Supermix for Probes,14,,,1.3,0.3,8,13249,0,8,18,13231,0,13257,,,,,,,,0.44,,,0.82,0.07,31,,,49,13,1,1,7000,9115.6,3911.4,3914.5,,,,,0.99,0.49,,,,,,,0.63,0.25,,,40,22
F02,Absolute Quantification,ABS,M3_T3_0.4,Ch1Unknown,CARP,Manual,0.27,ddPCR Supermix for Probes,5.4,,,0.85,0.04,2,8858,0,2,6,8852,0,8860,,,,,,,,0.33,,,0.91,0,25,,,58,0,1,1,7000,9138.4,4011.9,4013.1,,,,,0.51,0.12,,,,,,,0.62,0.05,,,41,9
F03,Absolute Quantification,ABS,M3_T3_0.4,Ch1Unknown,CARP,Manual,0.33,ddPCR Supermix for Probes,6.6,,,0.77,0.1,4,14447,0,4,15,14432,0,14451,,,,,,,,0.27,,,0.57,0,21,,,40,2,1,1,7000,9156.1,4018.4,4019.9,,,,,0.52,0.19,,,,,,,0.42,0.11,,,31,12
G01,Absolute Quantification,ABS,M1_T2_1.2,Ch1Unknown,CARP,Manual,5,ddPCR Supermix for Probes,100,,,6.3,3.9,66,15460,2,64,344,15116,0.0412,15526,,,,,,,,0.189,,,0.239,0.139,15.9,,,19.4,12.4,1,1,7000,9257.4,3960.1,3982.6,,,,,5.7,4.4,,,,,,,0.214,0.164,,,17.7,14.1
G02,Absolute Quantification,ABS,M1_T2_1.2,Ch1Unknown,CARP,Manual,6.1,ddPCR Supermix for Probes,122,,,7.7,4.8,68,12980,2,66,323,12657,0.0285,13048,,,,,,,,0.21,,,0.26,0.15,17.2,,,20.9,13.4,1,1,7000,9079.2,4003.1,4029.6,,,,,6.9,5.4,,,,,,,0.235,0.18,,,19.1,15.3
G03,Absolute Quantification,ABS,M1_T2_1.2,Ch1Unknown,CARP,Manual,5,ddPCR Supermix for Probes,100,,,6.3,3.9,66,15480,2,64,358,15122,0.0367,15546,,,,,,,,0.182,,,0.229,0.134,15.4,,,18.8,11.9,1,1,7000,9008.7,4032.1,4053.2,,,,,5.6,4.4,,,,,,,0.206,0.157,,,17.1,13.6
H01,Absolute Quantification,ABS,M3_T2_1.2,Ch1Unknown,CARP,Manual,2.7,ddPCR Supermix for Probes,54,,,4.9,1.3,9,3922,0,9,41,3881,0,3931,,,,,,,,0.22,,,0.38,0.06,18,,,29,7,1,1,7000,9201.7,3107.1,3121.1,,,,,3.7,1.9,,,,,,,0.3,0.14,,,23,12
H02,Absolute Quantification,ABS,M3_T2_1.2,Ch1Unknown,CARP,Manual,3.3,ddPCR Supermix for Probes,66,,,4.6,2.3,31,11065,0,31,133,10932,0,11096,,,,,,,,0.23,,,0.32,0.14,19,,,25,13,1,1,7000,9149.7,4016,4030.4,,,,,3.9,2.7,,,,,,,0.278,0.186,,,21.9,15.8
H03,Absolute Quantification,ABS,M3_T2_1.2,Ch1Unknown,CARP,Manual,3.8,ddPCR Supermix for Probes,76,,,5.2,2.7,36,11159,1,35,129,11030,0.0621,11195,,,,,,,,0.28,,,0.38,0.17,22,,,28,15,1,1,7000,9248.8,4154.6,4170.9,,,,,4.5,3.2,,,,,,,0.33,0.22,,,24.8,18.4
A04,Absolute Quantification,ABS,Negative_CTL,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.38,0,0,9205,0,0,0,9205,0,9205,,,,,,,,,,,,,,,,,,1,1,7000,0,4026.4,4026.4,,,,,0.17,0,,,,,,,,,,,,
B04,Absolute Quantification,ABS,Negative_CTL,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.28,0,0,12590,0,0,0,12590,0,12590,,,,,,,,,,,,,,,,,,1,1,7000,0,3996.1,3996.1,,,,,0.13,0,,,,,,,,,,,,
C04,Absolute Quantification,ABS,Negative_CTL,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.38,0,0,9389,0,0,0,9389,0,9389,,,,,,,,,,,,,,,,,,1,1,7000,0,4124.4,4124.4,,,,,0.17,0,,,,,,,,,,,,
D04,Absolute Quantification,ABS,Negative_CTL,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.31,0,0,11366,0,0,0,11366,0,11366,,,,,,,,,,,,,,,,,,1,1,7000,0,4076.7,4076.7,,,,,0.14,0,,,,,,,,,,,,
E04,Absolute Quantification,ABS,Negative_CTL,Ch1Unknown,CARP,Manual,0,ddPCR Supermix for Probes,0,,,0.34,0,0,10245,0,0,0,10245,0,10245,,,,,,,,,,,,,,,,,,1,1,7000,0,4047.4,4047.4,,,,,0.16,0,,,,,,,,,,,,
F04,Absolute Quantification,ABS,Positive_CTL,Ch1Unknown,CARP,Manual,44.7,ddPCR Supermix for Probes,894,,,49.1,40.3,392,10129,40,352,1055,9074,0,10521,,,,,,,,0.345,,,0.385,0.306,25.7,,,27.9,23.5,1,1,7000,9259,4209.8,4397.9,,,,,46.9,42.4,,,,,,,0.366,0.325,,,26.8,24.6
G04,Absolute Quantification,ABS,Positive_CTL,Ch1Unknown,CARP,Manual,54.5,ddPCR Supermix for Probes,1090,,,58.9,50.2,600,12653,71,529,1318,11335,0.843,13253,,,,,,,,0.418,,,0.459,0.378,29.5,,,31.5,27.5,1,1,7000,9268.2,4226.1,4454.4,,,,,56.7,52.3,,,,,,,0.439,0.398,,,30.5,28.5
H04,Absolute Quantification,ABS,Positive_CTL,Ch1Unknown,CARP,Manual,49.3,ddPCR Supermix for Probes,986,,,54.2,44.5,394,9202,46,348,1126,8076,0,9596,,,,,,,,0.322,,,0.359,0.285,24.3,,,26.5,22.2,1,1,7000,9272,4230.6,4437.6,,,,,51.8,46.8,,,,,,,0.341,0.303,,,25.4,23.3
A01,Absolute Quantification,ABS,M1_T3_1.2,Ch2Unknown,STHD,Manual,9.5,ddPCR Supermix for Probes,190,,,12.5,7,47,5821,0,5,47,5816,0,5868,,,,,,,,0.11,,,0.21,0,10,,,18,1,1,1,4500,5909.1,1016.8,1056,,,,,10.9,8.1,,,,,,,0.16,0.06,,,13.7,5.4
A02,Absolute Quantification,ABS,M1_T3_1.2,Ch2Unknown,STHD,Manual,6.6,ddPCR Supermix for Probes,132,,,9.1,4.5,32,5712,0,3,32,5709,0,5744,,,,,,,,0.09,,,0.21,0,9,,,18,0,1,1,4500,5796.7,1005.5,1032.2,,,,,7.8,5.5,,,,,,,0.15,0.04,,,13.4,3.7
A03,Absolute Quantification,ABS,M1_T3_1.2,Ch2Unknown,STHD,Manual,8.4,ddPCR Supermix for Probes,168,,,10.8,6.4,56,7830,0,3,56,7827,0,7886,,,,,,,,0.05,,,0.12,0,5,,,11,0,1,1,4500,5891.1,1000.8,1035.5,,,,,9.6,7.3,,,,,,,0.086,0.021,,,8,2.1
B01,Absolute Quantification,ABS,M1_T3_0.4,Ch2Unknown,STHD,Manual,1.7,ddPCR Supermix for Probes,34,,,2.6,1,16,11316,0,9,16,11307,0,11332,,,,,,,,0.56,,,1.03,0.09,36,,,55,17,1,1,4500,5907.6,1070,1076.8,,,,,2.11,1.28,,,,,,,0.8,0.33,,,46,26
B02,Absolute Quantification,ABS,M1_T3_0.4,Ch2Unknown,STHD,Manual,2.2,ddPCR Supermix for Probes,44,,,3.5,1.2,15,8132,1,1,14,8131,0.144,8147,,,,,,,,0.13,,,0.35,0,12,,,28,0,1,1,4500,6058,1081.8,1090.9,,,,,2.8,1.7,,,,,,,0.24,0.03,,,20,4
B03,Absolute Quantification,ABS,M1_T3_0.4,Ch2Unknown,STHD,Manual,1,ddPCR Supermix for Probes,20,,,1.8,0.5,9,10720,0,3,9,10717,0,10729,,,,,,,,0.33,,,0.79,0,25,,,51,0,1,1,4500,6007.9,1052.9,1057.1,,,,,1.36,0.69,,,,,,,0.56,0.11,,,38,12
C01,Absolute Quantification,ABS,M2_T3_1.2,Ch2Unknown,STHD,Manual,18.8,ddPCR Supermix for Probes,376,,,21.8,15.7,147,9150,1,27,146,9123,0.0719,9297,,,,,,,,0.19,,,0.27,0.11,16,,,21,10,1,1,4500,5850,1043.7,1119.7,,,,,20.3,17.2,,,,,,,0.228,0.15,,,18.7,13.2
C02,Absolute Quantification,ABS,M2_T3_1.2,Ch2Unknown,STHD,Manual,15.9,ddPCR Supermix for Probes,318,,,18.1,13.6,195,14358,1,72,194,14286,0.0018,14553,,,,,,,,0.37,,,0.47,0.27,27,,,32,22,1,1,4500,6041.7,1097.9,1164.2,,,,,17,14.7,,,,,,,0.42,0.32,,,29.9,24.4
C03,Absolute Quantification,ABS,M2_T3_1.2,Ch2Unknown,STHD,Manual,14.9,ddPCR Supermix for Probes,298,,,17.6,12.3,126,9854,1,34,125,9820,0.0669,9980,,,,,,,,0.28,,,0.38,0.17,22,,,28,15,1,1,4500,5906.2,1059.5,1120.6,,,,,16.3,13.6,,,,,,,0.33,0.22,,,24.9,18.4
D01,Absolute Quantification,ABS,M2_T3_0.4,Ch2Unknown,STHD,Manual,10.2,ddPCR Supermix for Probes,204,,,12.1,8.3,112,12844,0,10,112,12834,0,12956,,,,,,,,0.09,,,0.15,0.03,8.2,,,13.1,3.2,1,1,4500,6020.5,1083.5,1126.2,,,,,11.2,9.2,,,,,,,0.118,0.059,,,10.7,5.7
D02,Absolute Quantification,ABS,M2_T3_0.4,Ch2Unknown,STHD,Manual,21.7,ddPCR Supermix for Probes,434,,,25,18.4,162,8702,30,5,132,8697,3.98,8864,,,,,,,,0.21,,,0.29,0.14,18,,,23,12,1,1,4500,5692.1,1123.2,1206.7,,,,,23.4,20,,,,,,,0.254,0.175,,,20.4,15
D03,Absolute Quantification,ABS,M2_T3_0.4,Ch2Unknown,STHD,Manual,10.5,ddPCR Supermix for Probes,210,,,12.4,8.6,114,12738,0,7,114,12731,0,12852,,,,,,,,0.061,,,0.109,0.013,5.8,,,10,1.5,1,1,4500,5957.2,1070.5,1113.8,,,,,11.5,9.5,,,,,,,0.085,0.037,,,7.9,3.6
E01,Absolute Quantification,ABS,M3_T3_1.2,Ch2Unknown,STHD,Manual,9.9,ddPCR Supermix for Probes,198,,,11.8,8,102,12052,0,18,102,12034,0,12154,,,,,,,,0.18,,,0.26,0.09,15,,,21,9,1,1,4500,6176.7,1094.4,1137.1,,,,,10.9,8.9,,,,,,,0.221,0.131,,,18.2,11.7
E02,Absolute Quantification,ABS,M3_T3_1.2,Ch2Unknown,STHD,Manual,9.7,ddPCR Supermix for Probes,194,,,11.6,7.9,106,12743,1,9,105,12734,0.0848,12849,,,,,,,,0.09,,,0.16,0.03,9,,,14,3,1,1,4500,6116.8,1080.3,1121.8,,,,,10.7,8.8,,,,,,,0.125,0.063,,,11.2,6
E03,Absolute Quantification,ABS,M3_T3_1.2,Ch2Unknown,STHD,Manual,9,ddPCR Supermix for Probes,180,,,10.7,7.3,111,14465,0,14,111,14451,0,14576,,,,,,,,0.13,,,0.2,0.05,11,,,17,6,1,1,4500,5975,1063.9,1101.3,,,,,9.8,8.1,,,,,,,0.161,0.09,,,14,8.3
F01,Absolute Quantification,ABS,M3_T3_0.4,Ch2Unknown,STHD,Manual,1.6,ddPCR Supermix for Probes,32,,,2.5,1,18,13239,0,8,18,13231,0,13257,,,,,,,,0.44,,,0.82,0.07,31,,,49,13,1,1,4500,6085.5,1087.3,1094.1,,,,,2.01,1.25,,,,,,,0.63,0.25,,,40,22
F02,Absolute Quantification,ABS,M3_T3_0.4,Ch2Unknown,STHD,Manual,0.8,ddPCR Supermix for Probes,16,,,1.6,0.3,6,8854,0,2,6,8852,0,8860,,,,,,,,0.33,,,0.91,0,25,,,58,0,1,1,4500,6042.7,1070.8,1074.2,,,,,1.17,0.51,,,,,,,0.62,0.05,,,41,9
F03,Absolute Quantification,ABS,M3_T3_0.4,Ch2Unknown,STHD,Manual,1.2,ddPCR Supermix for Probes,24,,,2,0.7,15,14436,0,4,15,14432,0,14451,,,,,,,,0.27,,,0.57,0,21,,,40,2,1,1,4500,6115.5,1065.4,1070.6,,,,,1.57,0.93,,,,,,,0.42,0.11,,,31,12
G01,Absolute Quantification,ABS,M1_T2_1.2,Ch2Unknown,STHD,Manual,26.5,ddPCR Supermix for Probes,530,,,29.3,23.7,346,15180,2,64,344,15116,0.0412,15526,,,,,,,,0.189,,,0.239,0.139,15.9,,,19.4,12.4,1,1,4500,6137.3,1092.6,1205,,,,,27.9,25.1,,,,,,,0.214,0.164,,,17.7,14.1
G02,Absolute Quantification,ABS,M1_T2_1.2,Ch2Unknown,STHD,Manual,29.7,ddPCR Supermix for Probes,594,,,32.9,26.5,325,12723,2,66,323,12657,0.0285,13048,,,,,,,,0.21,,,0.26,0.15,17.2,,,20.9,13.4,1,1,4500,5963.7,1069.7,1191.6,,,,,31.3,28,,,,,,,0.235,0.18,,,19.1,15.3
G03,Absolute Quantification,ABS,M1_T2_1.2,Ch2Unknown,STHD,Manual,27.6,ddPCR Supermix for Probes,552,,,30.4,24.7,360,15186,2,64,358,15122,0.0367,15546,,,,,,,,0.182,,,0.229,0.134,15.4,,,18.8,11.9,1,1,4500,5952.5,1065.5,1178.7,,,,,29,26.1,,,,,,,0.206,0.157,,,17.1,13.6
H01,Absolute Quantification,ABS,M3_T2_1.2,Ch2Unknown,STHD,Manual,12.3,ddPCR Supermix for Probes,246,,,16.5,8.9,41,3890,0,9,41,3881,0,3931,,,,,,,,0.22,,,0.38,0.06,18,,,29,7,1,1,4500,6026.7,881.31,934.97,,,,,14.4,10.5,,,,,,,0.3,0.14,,,23,12
H02,Absolute Quantification,ABS,M3_T2_1.2,Ch2Unknown,STHD,Manual,14.2,ddPCR Supermix for Probes,284,,,16.6,11.8,133,10963,0,31,133,10932,0,11096,,,,,,,,0.23,,,0.32,0.14,19,,,25,13,1,1,4500,6012,1066.9,1126.2,,,,,15.4,13,,,,,,,0.278,0.186,,,21.9,15.8
H03,Absolute Quantification,ABS,M3_T2_1.2,Ch2Unknown,STHD,Manual,13.7,ddPCR Supermix for Probes,274,,,16.1,11.4,130,11065,1,35,129,11030,0.0621,11195,,,,,,,,0.28,,,0.38,0.17,22,,,28,15,1,1,4500,6134,1092.2,1150.7,,,,,14.9,12.5,,,,,,,0.33,0.22,,,24.8,18.4
A04,Absolute Quantification,ABS,Negative_CTL,Ch2Unknown,STHD,Manual,0,ddPCR Supermix for Probes,0,,,0.38,0,0,9205,0,0,0,9205,0,9205,,,,,,,,,,,,,,,,,,1,1,4500,0,1069.8,1069.8,,,,,0.17,0,,,,,,,,,,,,
B04,Absolute Quantification,ABS,Negative_CTL,Ch2Unknown,STHD,Manual,0,ddPCR Supermix for Probes,0,,,0.28,0,0,12590,0,0,0,12590,0,12590,,,,,,,,,,,,,,,,,,1,1,4500,0,1056.5,1056.5,,,,,0.13,0,,,,,,,,,,,,
C04,Absolute Quantification,ABS,Negative_CTL,Ch2Unknown,STHD,Manual,0,ddPCR Supermix for Probes,0,,,0.38,0,0,9389,0,0,0,9389,0,9389,,,,,,,,,,,,,,,,,,1,1,4500,0,1080.6,1080.6,,,,,0.17,0,,,,,,,,,,,,
D04,Absolute Quantification,ABS,Negative_CTL,Ch2Unknown,STHD,Manual,0,ddPCR Supermix for Probes,0,,,0.31,0,0,11366,0,0,0,11366,0,11366,,,,,,,,,,,,,,,,,,1,1,4500,0,1071.1,1071.1,,,,,0.14,0,,,,,,,,,,,,
E04,Absolute Quantification,ABS,Negative_CTL,Ch2Unknown,STHD,Manual,0,ddPCR Supermix for Probes,0,,,0.34,0,0,10245,0,0,0,10245,0,10245,,,,,,,,,,,,,,,,,,1,1,4500,0,1062.2,1062.2,,,,,0.16,0,,,,,,,,,,,,
F04,Absolute Quantification,ABS,Positive_CTL,Ch2Unknown,STHD,Manual,129,ddPCR Supermix for Probes,2580,,,137,122,1095,9426,40,352,1055,9074,0,10521,,,,,,,,0.345,,,0.385,0.306,25.7,,,27.9,23.5,1,1,4500,6147.6,1150.8,1670.9,,,,,133.2,125.4,,,,,,,0.366,0.325,,,26.8,24.6
G04,Absolute Quantification,ABS,Positive_CTL,Ch2Unknown,STHD,Manual,130,ddPCR Supermix for Probes,2600,,,137,123,1389,11864,71,529,1318,11335,0.843,13253,,,,,,,,0.418,,,0.459,0.378,29.5,,,31.5,27.5,1,1,4500,6112.6,1136.9,1658.4,,,,,133.8,126.8,,,,,,,0.439,0.398,,,30.5,28.5
H04,Absolute Quantification,ABS,Positive_CTL,Ch2Unknown,STHD,Manual,153,ddPCR Supermix for Probes,3060,,,162,145,1172,8424,46,348,1126,8076,0,9596,,,,,,,,0.322,,,0.359,0.285,24.3,,,26.5,22.2,1,1,4500,6154.4,1151.1,1762.2,,,,,157.7,148.8,,,,,,,0.341,0.303,,,25.4,23.3
